PROVIDER_ID,PROVIDER_NAME,STATE,MONTH,TOTAL_PATIENTS,NUMBER_OF_CERTIFIED_BEDS,OCCUPANCY_RATE_PCT
445488,SOMERFIELD AT THE HERITAGE,TN,1970-08,55,66,83.33
445489,HUMPHREYS COUNTY CARE AND REHABILITATION,TN,1970-08,65,91,71.43
445490,AVE MARIA HOME,TN,1970-08,89,100,89.00
445491,MCKENDREE VILLAGE,TN,1970-08,144,180,80.00
445492,RIPLEY HEALTHCARE AND REHAB CENTER,TN,1970-08,45,144,31.25
445494,LIFE CARE CENTER OF RHEA COUNTY,TN,1970-08,66,89,74.16
445495,"COLLIERVILLE NURSING AND REHABILITATION, LLC",TN,1970-08,91,114,79.82
445496,THE MEADOWS,TN,1970-08,96,113,84.96
445497,DYERSBURG HEALTH AND REHABILITATION CENTER,TN,1970-08,86,123,69.92
445500,"PAVILION-THS, LLC",TN,1970-08,52,60,86.67
445501,WEST HILLS HEALTH AND REHAB,TN,1970-08,103,194,53.09
445502,"THE WATERS OF SMYRNA, LLC",TN,1970-08,76,91,83.52
445503,PERRY COUNTY NURSING HOME,TN,1970-08,81,114,71.05
445504,NEWPORT TN OPCO LLC,TN,1970-08,88,150,58.67
445506,GOOD SAMARITAN SOCIETY - FAIRFIELD GLADE,TN,1970-08,55,60,91.67
445507,LIFE CARE CENTER OF HICKORY WOODS,TN,1970-08,89,124,71.77
445508,OBION COUNTY NURSING HOME,TN,1970-08,44,56,78.57
445509,LIFE CARE CENTER OF OLD HICKORY VILLAGE,TN,1970-08,88,124,70.97
445510,WHARTON NURSING HOME,TN,1970-08,47,62,75.81
445511,LIFE CARE CENTER OF OOLTEWAH,TN,1970-08,81,120,67.50
445512,NASHVILLE CENTER FOR REHABILITATION AND HEALING LL,TN,1970-08,130,142,91.55
445513,WHITE HOUSE HEALTH CARE INC,TN,1970-08,62,84,73.81
445515,"NHC HEALTHCARE, TULLAHOMA",TN,1970-08,88,90,97.78
445516,CREEKSIDE CENTER FOR REHABILITATION AND HEALING,TN,1970-08,138,139,99.28
445517,"NHC HEALTHCARE, KINGSPORT",TN,1970-08,73,90,81.11
445518,WAYNESBORO HEALTH AND REHABILITATION CENTER,TN,1970-08,55,109,50.46
445519,NHC PLACE SUMNER,TN,1970-08,91,92,98.91
445520,LIFE CARE CENTER OF BLOUNT COUNTY,TN,1970-08,99,120,82.50
445521,REGIONAL ONE HEALTH SUBACUTE CARE,TN,1970-08,16,20,80.00
445522,WATERS OF MEMPHIS A REHABILITATION & NURSING CTR,TN,1970-08,77,90,85.56
445523,WELLPARK AT SHANNONDALE,TN,1970-08,28,30,93.33
445524,BRIGADIER GENERAL WENDELL H GILBERT TN STATE VETER,TN,1970-08,106,108,98.15
445525,NHC PLACE AT THE TRACE,TN,1970-08,85,90,94.44
445526,HEARTLAND,TN,1970-08,54,66,81.82
445527,HARBERT HILLS ACADEMY N H,TN,1970-08,39,49,79.59
445528,LIFE CARE CENTER OF EAST RIDGE,TN,1970-08,70,108,64.81
445529,DECATUR WELLNESS AND REHABILITATION CENTER,TN,1970-08,51,88,57.95
445530,WATERS OF BRISTOL A REHABILITATION AND NURSING,TN,1970-08,93,120,77.50
445531,THE RESERVE AT SPRING HILL,TN,1970-08,54,68,79.41
445534,"STONES RIVER MANOR, INC",TN,1970-08,28,30,93.33
445535,LAURELBROOK NURSING HOME,TN,1970-08,44,50,88.00
445537,"CHRISTIAN CARE CENTER OF BOLIVAR, LLC",TN,1970-08,59,67,88.06
445538,ADVANCED HEALTH CARE OF NASHVILLE,TN,1970-08,29,49,59.18
445539,CHRISTIAN CARE CENTER OF MEDINA,TN,1970-08,58,66,87.88
445541,THE SUITES AT JORDAN RIVER,TN,1970-08,89,60,148.33
445542,JEFFERSON PARK AT WHITE PINE,TN,1970-08,14,30,46.67
44E132,TENNOVA NEWPORT CONVALESCENT CENTER,TN,1970-08,48,56,85.71
44E166,HARDIN HOME,TN,1970-08,27,39,69.23
44E446,PARK REST HARDIN COUNTY HEALTH CENTER,TN,1970-08,36,62,58.06
44E480,BLEDSOE COUNTY NURSING HOME,TN,1970-08,35,50,70.00
455001,BIRCHWOOD OF BEAUMONT,TX,1970-08,112,214,52.34
455020,COLONIAL MANOR CARE CENTER,TX,1970-08,123,154,79.87
455069,BAYLOR SCOTT & WHITE CONTINUING CARE HOSPITAL SKIL,TX,1970-08,23,23,100.00
455278,KNOPP HEALTHCARE AND REHAB CENTER INC,TX,1970-08,45,119,37.82
455333,SHARPVIEW RESIDENCE AND REHABILITATION CENTER,TX,1970-08,84,134,62.69
455351,LEGACY NURSING AND REHABILITATION,TX,1970-08,102,117,87.18
455390,BUENA VIDA NURSING AND REHAB-SAN ANTONIO,TX,1970-08,63,222,28.38
455412,BROOKHAVEN NURSING AND REHABILITATION CENTER,TX,1970-08,102,180,56.67
455416,CARADAY OF FT. WORTH,TX,1970-08,78,265,29.43
455423,MESA HILLS POST ACUTE,TX,1970-08,87,166,52.41
455429,ROSE TRAIL NURSING AND REHABILITATION CENTER,TX,1970-08,71,172,41.28
455444,MESA VISTA INN HEALTH CENTER,TX,1970-08,96,144,66.67
455450,MERIDIAN CARE MONTE VISTA,TX,1970-08,59,106,55.66
455455,MERIDIAN CARE OF ALICE,TX,1970-08,128,201,63.68
455457,FORT WORTH WELLNESS & REHABILITATION,TX,1970-08,85,104,81.73
455463,THE MEADOWS HEALTH AND REHABILITATION CENTER,TX,1970-08,84,186,45.16
455467,ASBURY CARE CENTER OF ALAMO,TX,1970-08,70,237,29.54
455471,MOUNTAIN VIEW HEALTH & REHABILITATION,TX,1970-08,121,187,64.71
455475,WHITE SETTLEMENT NURSING CENTER,TX,1970-08,92,108,85.19
455477,LAKE JACKSON HEALTHCARE CENTER,TX,1970-08,40,120,33.33
455478,CORAL REHABILITATION AND NURSING OF WACO,TX,1970-08,51,202,25.25
455480,HERITAGE CONVALESCENT CENTER,TX,1970-08,68,116,58.62
455484,SAN JUAN NURSING HOME INC,TX,1970-08,70,114,61.40
455485,PETAL HILL NURSING & REHABILITATION CENTER,TX,1970-08,77,88,87.50
455486,ENNIS CARE CENTER,TX,1970-08,75,155,48.39
455489,JEFFREY PLACE HEALTHCARE CENTER,TX,1970-08,82,95,86.32
455490,THE LAKES AT TEXAS CITY,TX,1970-08,75,109,68.81
455493,VISTA HILLS HEALTH CARE CENTER,TX,1970-08,88,120,73.33
455494,GLENVIEW WELLNESS & REHABILITATION,TX,1970-08,102,163,62.58
455497,CREEKSIDE TERRACE REHABILITATION,TX,1970-08,105,126,83.33
455503,THE ROSEWOOD RETIREMENT COMMUNITY,TX,1970-08,46,64,71.88
455509,STERLING HILLS REHABILITATION AND HEAL TH CARE CEN,TX,1970-08,63,96,65.63
455510,CASTLE HILLS REHABILITATION AND CARE CENTER,TX,1970-08,47,143,32.87
455513,LAMPASAS NURSING AND REHABILITATION CENTER,TX,1970-08,35,68,51.47
455515,COPPERAS COVE LTC PARTNERS INC,TX,1970-08,71,123,57.72
455522,TLC WEST NURSING AND REHABILITATION,TX,1970-08,46,104,44.23
455523,MORNINGSIDE MANOR,TX,1970-08,73,147,49.66
455528,LAREDO WEST NURSING AND REHABILITATION CENTER,TX,1970-08,117,188,62.23
455532,PLEASANT SPRINGS HEALTHCARE CENTER,TX,1970-08,63,90,70.00
455533,WINDCREST NURSING AND REHABILITATION,TX,1970-08,89,180,49.44
455536,AMISTAD NURSING AND REHABILITATION CENTER,TX,1970-08,84,200,42.00
455538,MAGNOLIA MANOR,TX,1970-08,74,88,84.09
455544,PARADIGM AT STEVENS,TX,1970-08,51,106,48.11
455549,RETAMA MANOR NURSING CENTER/JOURDANTON,TX,1970-08,40,60,66.67
455550,HOLIDAY NURSING & REHABILITATION,TX,1970-08,31,137,22.63
455551,PLAINVIEW HEALTHCARE CENTER,TX,1970-08,54,93,58.06
455554,CORAL REHABILITATION AND NURSING OF MCGREGOR,TX,1970-08,66,186,35.48
455555,GARDEN TERRACE HEALTHCARE CENTER,TX,1970-08,39,116,33.62
455557,THE PALMS NURSING & REHABILITATION,TX,1970-08,110,204,53.92
455560,MCALLEN NURSING CENTER,TX,1970-08,60,122,49.18
455561,BEAUMONT HEALTH CARE CENTER,TX,1970-08,56,82,68.29
455563,DENISON NURSING AND REHAB,TX,1970-08,22,71,30.99
455565,PALESTINE HEALTHCARE CENTER,TX,1970-08,31,102,30.39
455569,HERITAGE AT LONGVIEW HEALTHCARE CENTER,TX,1970-08,51,140,36.43
455570,MINERAL WELLS NURSING & REHABILITATION,TX,1970-08,84,109,77.06
455572,WEDGEWOOD NURSING HOME,TX,1970-08,77,128,60.16
455573,TEXOMA HEALTHCARE CENTER,TX,1970-08,107,179,59.78
455574,WEATHERFORD HEALTH CARE CENTER,TX,1970-08,74,122,60.66
455575,RETAMA MANOR NURSING CENTER,TX,1970-08,116,176,65.91
455576,RICHLAND HILLS REHABILITATION AND HEALTHCARE CENTE,TX,1970-08,57,92,61.96
455579,SULPHUR SPRINGS HEALTH AND REHABILITATION,TX,1970-08,57,128,44.53
455582,BAY VILLA HEALTHCARE CENTER,TX,1970-08,52,105,49.52
455586,GRAND TERRACE REHABILITATION AND HEALTHCARE,TX,1970-08,69,93,74.19
455589,FORTRESS NURSING AND REHABILITATION,TX,1970-08,62,120,51.67
455591,FOCUSED CARE OF WAXAHACHIE,TX,1970-08,66,121,54.55
455592,WEST SIDE CAMPUS OF CARE,TX,1970-08,178,234,76.07
455594,PARADIGM AT KOUNTZE,TX,1970-08,47,60,78.33
455597,MEMORIAL MEDICAL NURSING CENTER,TX,1970-08,100,135,74.07
455599,HERITAGE PARK REHABILITATION AND SKILLED NURSING C,TX,1970-08,187,197,94.92
455601,ALVARADO LTC PARTNERS INC,TX,1970-08,61,115,53.04
455602,WESTERN HILLS HEALTHCARE RESIDENCE,TX,1970-08,59,158,37.34
455606,PARK VIEW CARE CENTER,TX,1970-08,138,179,77.10
455608,HACIENDA OAKS AT BEEVILLE,TX,1970-08,71,101,70.30
455611,GRACE CARE CENTER OF OLNEY,TX,1970-08,38,99,38.38
455613,COURTYARD NURSING AND REHABILITATION,TX,1970-08,69,120,57.50
455617,CHRISTIAN CARE CENTER,TX,1970-08,72,180,40.00
455618,EDEN HOME,TX,1970-08,87,184,47.28
455621,VALLEY GRANDE MANOR,TX,1970-08,107,147,72.79
455625,ALTA VISTA REHABILITATION AND HEALTHCARE,TX,1970-08,80,100,80.00
455626,OAKMONT GUEST CARE CENTER,TX,1970-08,110,161,68.32
455627,GOOD SAMARITAN SOCIETY-DENTON VILLAGE,TX,1970-08,65,88,73.86
455628,HILLTOP VILLAGE NURSING AND REHABILITATION,TX,1970-08,117,150,78.00
455631,COLONIAL MANOR NURSING CENTER,TX,1970-08,84,137,61.31
455637,WELLINGTON REHABILITATION AND HEALTHCARE,TX,1970-08,46,124,37.10
455638,GREENVIEW NURSING AND REHABILITATION,TX,1970-08,94,128,73.44
455641,PALO DURO NURSING HOME,TX,1970-08,37,66,56.06
455642,DAYTON NURSING AND REHABILITATION,TX,1970-08,32,60,53.33
455643,MATAGORDA HOUSE HEALTHCARE CENTER,TX,1970-08,77,120,64.17
455646,MARSHALL MANOR NURSING & REHABILITATION CENTER,TX,1970-08,93,179,51.96
455651,DOWNTOWN HEALTH AND REHABILITATION CENTER,TX,1970-08,105,161,65.22
455652,SILVER CREEK MANOR,TX,1970-08,91,120,75.83
455653,SKYLINE NURSING CENTER,TX,1970-08,177,204,86.76
455662,WINDSOR NURSING AND REHABILITATION CENTER OF MCALL,TX,1970-08,73,110,66.36
455670,RIDGECREST RETIREMENT AND HEALTHCARE COMMUNITY,TX,1970-08,52,90,57.78
455672,GOLDEN PALMS REHABILITATION AND RETIREMENT,TX,1970-08,39,60,65.00
455673,PARKWOOD IN THE PINES,TX,1970-08,83,140,59.29
455675,LANDMARK OF AMARILLO REHABILITATION AND NURSING CE,TX,1970-08,74,99,74.75
455676,COMMUNITY CARE CENTER OF HONDO,TX,1970-08,54,75,72.00
455678,SUMMER MEADOWS,TX,1970-08,66,115,57.39
455682,AFTON OAKS NURSING CENTER,TX,1970-08,113,169,66.86
455683,HENDRICK SKILLED NURSING FACILITY,TX,1970-08,18,20,90.00
455684,LONGVIEW HILL NURSING AND REHABILITATION CENTER,TX,1970-08,115,198,58.08
455685,GOOD SAMARITAN SOCIETY -- LAKE FOREST VILLAGE,TX,1970-08,43,60,71.67
455687,ALAMEDA OAKS NURSING CENTER,TX,1970-08,45,146,30.82
455689,SAN PEDRO MANOR,TX,1970-08,77,150,51.33
455690,PARKS HEALTH CENTER,TX,1970-08,51,90,56.67
455697,SENIOR CARE OF CORPUS CHRISTI,TX,1970-08,94,121,77.69
455699,PARADIGM AT THE CREEK,TX,1970-08,73,120,60.83
455700,WILLOWBROOK NURSING CENTER,TX,1970-08,108,166,65.06
455703,OAKMONT HEALTHCARE AND REHABILITATION CENTER OF KA,TX,1970-08,71,130,54.62
455713,SUNRISE NURSING & REHAB CENTER,TX,1970-08,84,119,70.59
455714,NORTHWEST HEALTH AND REHABILITATION CENTER,TX,1970-08,102,148,68.92
455715,MONUMENT REHABILITATION AND NURSING CENTER,TX,1970-08,49,104,47.12
455718,PEBBLE CREEK NURSING CENTER,TX,1970-08,93,120,77.50
455724,WATERSIDE NURSING & REHABILITATION,TX,1970-08,79,179,44.13
455725,OAKMONT HEALTHCARE AND REHABILITATION CENTER OF HU,TX,1970-08,57,134,42.54
455726,RIVERSIDE OAKS,TX,1970-08,78,142,54.93
455727,PARK VILLAGE HEALTHCARE AND REHABILITATION,TX,1970-08,77,150,51.33
455731,ADVANCED HEALTH & REHAB CENTER OF GARLAND,TX,1970-08,127,139,91.37
455732,KIRKWOOD MANOR,TX,1970-08,125,162,77.16
455733,HERITAGE AT TURNER PARK HEALTH & REHAB,TX,1970-08,78,146,53.42
455737,CONCHO HEALTH & REHABILITATION CENTER,TX,1970-08,39,66,59.09
455742,THE LEV AT SAN ANTONIO,TX,1970-08,68,106,64.15
455744,MULBERRY MANOR,TX,1970-08,80,102,78.43
455745,TIMBERWOOD NURSING AND REHABILITATION CENTER,TX,1970-08,84,120,70.00
455748,ASHFORD HALL,TX,1970-08,113,206,54.85
455753,OAK BROOK HEALTH CARE CENTER,TX,1970-08,90,120,75.00
455754,NORTHEAST REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,84,120,70.00
455757,SPINDLETOP HILL NURSING & REHAB CENTER,TX,1970-08,97,148,65.54
455761,MISSION NURSING & REHABILITATION CENTER,TX,1970-08,93,170,54.71
455762,SAN ANTONIO WELLNESS & REHABILITATION,TX,1970-08,114,162,70.37
455763,PARK BEND REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,90,178,50.56
455770,OAK BEND MEDICAL CENTER,TX,1970-08,120,36,333.33
455771,HEARTHSTONE NURSING AND REHABILITATION,TX,1970-08,68,120,56.67
455785,WESTERN HILLS NURSING & REHABILITATION,TX,1970-08,73,120,60.83
455789,OAK PARK NURSING AND REHABILITATION CENTER,TX,1970-08,122,170,71.76
455796,TOWN AND COUNTRY NURSING AND REHABILITATION CENTER,TX,1970-08,94,126,74.60
455797,PEARSALL NURSING AND REHABILITATION CENTER,TX,1970-08,112,150,74.67
455798,BEDFORD WELLNESS & REHABILITATION,TX,1970-08,134,166,80.72
455799,AUSTIN WELLNESS & REHABILITATION,TX,1970-08,100,120,83.33
455800,THE LEV ATTOWN PARK,TX,1970-08,81,180,45.00
455802,SPANISH MEADOWS,TX,1970-08,97,119,81.51
455804,NORTHGATE HEALTH AND REHABILITATION CENTER,TX,1970-08,57,120,47.50
455806,THE TERRACE AT DENISON,TX,1970-08,48,136,35.29
455808,FAITH COMMUNITY NURSING & REHABILITATION,TX,1970-08,42,104,40.38
455812,PARADIGM AT FIRST COLONY,TX,1970-08,112,150,74.67
455815,FALLBROOK REHABILITATION AND CARE CENTER,TX,1970-08,56,202,27.72
455817,SAN ANTONIO NORTH NURSING AND REHABILITATION,TX,1970-08,95,118,80.51
455819,ARLINGTON HEIGHTS HEALTH AND REHABILITATION CENTER,TX,1970-08,114,180,63.33
455822,WINDSOR NURSING AND REHABILITATION CENTER OF HARLI,TX,1970-08,110,154,71.43
455823,TREEMONT HEALTHCARE AND REHABILITATION CENTER,TX,1970-08,81,130,62.31
455824,WURZBACH NURSING AND REHABILITATION,TX,1970-08,88,140,62.86
455831,PARIS HEALTHCARE CENTER,TX,1970-08,31,98,31.63
455832,WINDSOR GARDENS,TX,1970-08,103,150,68.67
455834,SOUTH PLACE REHABILITATION AND SKILLED NURSING,TX,1970-08,70,112,62.50
455835,INTERLOCHEN HEALTH AND REHABILITATION CENTER,TX,1970-08,82,122,67.21
455838,ROBSTOWN NURSING AND REHABILITATION CENTER,TX,1970-08,57,94,60.64
455840,THE ARBORS HEALTHCARE AND REHABILITATION CENTER,TX,1970-08,44,110,40.00
455849,ADVANCED REHABILITATION AND HEALTHCARE OF BOWIE,TX,1970-08,147,180,81.67
455850,HURST PLAZA NURSING & REHAB,TX,1970-08,71,106,66.98
455855,KENNEDY HEALTH & REHAB,TX,1970-08,69,145,47.59
455856,VAN HEALTHCARE,TX,1970-08,38,60,63.33
455861,LANDMARK OF PLANO REHABILITATION AND NURSING CENTE,TX,1970-08,51,160,31.88
455862,CORAL REHABILITATION AND NURSING OF AUSTIN,TX,1970-08,69,157,43.95
455864,LIFE CARE CENTER OF PLANO,TX,1970-08,66,120,55.00
455866,BROOKDALE WESTLAKE HILLS,TX,1970-08,58,90,64.44
455869,GUADALUPE VALLEY NURSING CENTER,TX,1970-08,133,148,89.86
455871,LYNWOOD NURSING AND REHABILITATION LP,TX,1970-08,64,120,53.33
455872,ARLINGTON RESIDENCE AND REHABILITATION CENTER,TX,1970-08,87,118,73.73
455876,THE WOODLANDS HEALTHCARE CENTER,TX,1970-08,151,211,71.56
455879,MARSHALL MANOR WEST,TX,1970-08,58,118,49.15
455881,DFW NURSING & REHAB,TX,1970-08,72,98,73.47
455889,LILY SPRINGS  REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,65,116,56.03
455891,RENAISSANCE PARK MULTI CARE CENTER,TX,1970-08,49,120,40.83
455893,GRACE CARE CENTER OF HENRIETTA,TX,1970-08,31,60,51.67
455895,FIVE POINTS AT LAKE HIGHLANDS NURSING AND REHAB,TX,1970-08,161,280,57.50
455900,FOCUSED CARE AT MOUNT PLEASANT,TX,1970-08,60,122,49.18
455901,KPC PROMISE SKILLED NURSING FACILITY OF WICHITA FA,TX,1970-08,37,72,51.39
455903,LAKE LODGE NURSING & REHABILITATION,TX,1970-08,73,140,52.14
455904,ROWLETT HEALTH AND REHABILITATION CENTER,TX,1970-08,121,163,74.23
455906,STEPHENVILLE REHABILITATION AND WELLNESS CENTER,TX,1970-08,83,122,68.03
455908,SCHULENBURG REGENCY NURSING CENTER,TX,1970-08,119,146,81.51
455910,CHANDLER NURSING CENTER,TX,1970-08,55,90,61.11
455915,GRANBURY CARE CENTER,TX,1970-08,143,174,82.18
455916,UNIVERSITY PARK NURSING AND REHABILITATION,TX,1970-08,81,98,82.65
455917,DEER CREEK OF WIMBERLEY,TX,1970-08,71,103,68.93
455923,BIRCHWOOD OF BEEVILLE,TX,1970-08,67,120,55.83
455925,VERANDA REHABILITATION AND HEALTHCARE,TX,1970-08,89,100,89.00
455929,GRANBURY REHAB & NURSING,TX,1970-08,82,95,86.32
455930,CEDAR RIDGE REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,86,108,79.63
455931,ADVANCED REHABILITATION AND HEALTHCARE OF VERNON,TX,1970-08,106,120,88.33
455934,NORTHERN OAKS LIVING & REHABILITATION CENTER,TX,1970-08,76,96,79.17
455935,EL PASO HEALTH & REHABILITATION CENTER,TX,1970-08,77,150,51.33
455936,FOCUSED CARE AT LAMESA,TX,1970-08,45,80,56.25
455940,LUBBOCK HOSPITALITY NURSING AND REHABILITATION CEN,TX,1970-08,74,117,63.25
455941,ENCHANTED ROCK SKILLED NURSING AND REHABILITATION,TX,1970-08,63,120,52.50
455942,LUBBOCK HEALTH CARE CENTER,TX,1970-08,72,120,60.00
455944,FOCUSED CARE AT CLARKSVILLE,TX,1970-08,59,120,49.17
455946,SWEETWATER HEALTHCARE CENTER,TX,1970-08,51,79,64.56
455952,CLEVELAND HEALTH CARE CENTER,TX,1970-08,80,142,56.34
455954,PECAN CREEK HEALTHCARE CENTER,TX,1970-08,27,76,35.53
455957,SANTA FE HEALTH & REHABILITATION CENTER,TX,1970-08,79,120,65.83
455959,WESTWARD TRAILS NURSING AND REHABILITATION,TX,1970-08,82,108,75.93
455960,HAYS NURSING AND REHABILITATION CENTER,TX,1970-08,86,116,74.14
455961,PALO PINTO NURSING CENTER,TX,1970-08,71,106,66.98
455962,KAUFMAN HEALTHCARE CENTER,TX,1970-08,41,115,35.65
455963,CARTHAGE HEALTHCARE CENTER,TX,1970-08,45,104,43.27
455965,TEXHOMA CHRISTIAN CARE CENTER INC,TX,1970-08,137,309,44.34
455968,GRAHAM OAKS CARE CENTER,TX,1970-08,71,120,59.17
455969,PATRIOT HEIGHTS HEALTH CARE CENTER,TX,1970-08,42,74,56.76
455970,RIVER VALLEY HEALTH & REHABILITATION CENTER,TX,1970-08,48,116,41.38
455974,ROCKPORT NURSING AND REHABILITATION CENTER,TX,1970-08,82,92,89.13
455983,ST. CATHERINE CENTER,TX,1970-08,141,165,85.45
455985,CLARKSVILLE NURSING HOME,TX,1970-08,41,132,31.06
455986,HENDERSON HEALTH & REHABILITATION CENTER,TX,1970-08,85,173,49.13
455989,BORGER HEALTHCARE CENTER,TX,1970-08,35,110,31.82
455994,"DESOTO LTC PARTNERS, INC",TX,1970-08,74,110,67.27
455996,THE RENAISSANCE AT KESSLER PARK,TX,1970-08,73,135,54.07
455999,PORT LAVACA NURSING AND REHABILITATION CENTER,TX,1970-08,93,148,62.84
45E312,SAN JOSE NURSING CENTER,TX,1970-08,36,70,51.43
45E341,HIGHLAND NURSING CENTER,TX,1970-08,34,59,57.63
45E409,JOHN PAUL II NURSING HOME,TX,1970-08,36,61,59.02
45E631,SCHLEICHER COUNTY MEDICAL CENTER,TX,1970-08,28,34,82.35
45E761,MCCAMEY CONVALESCENT CENTER,TX,1970-08,27,30,90.00
45E852,CROCKETT COUNTY CARE CENTER,TX,1970-08,37,56,66.07
45E947,COLDWATER MANOR,TX,1970-08,18,32,56.25
45F094,REAGAN COUNTY CARE CENTER,TX,1970-08,25,42,59.52
45F199,MEMORIAL NURSING AND REHABILITATION CENTER,TX,1970-08,32,47,68.09
45F410,ST. FRANCIS NURSING HOME,TX,1970-08,83,139,59.71
45F411,GOODALL WITCHER NURSING FACILITY,TX,1970-08,26,40,65.00
45F414,MEMORIAL HEALTH CARE CENTER,TX,1970-08,21,42,50.00
45F470,TRUMAN W SMITH CHILDREN'S CARE CENTER,TX,1970-08,97,120,80.83
45F497,HANSFORD MANOR,TX,1970-08,49,61,80.33
45F603,MESA VIEW SENIOR LIVING,TX,1970-08,45,48,93.75
465003,HERITAGE PARK HEALTHCARE AND REHABILITATION,UT,1970-08,111,176,63.07
465006,MT OLYMPUS REHABILITATION CENTER,UT,1970-08,66,100,66.00
465009,HARRISON POINTE HEALTHCARE AND REHABILITATION,UT,1970-08,44,63,69.84
465020,SANDSTONE PIONEER TRAIL,UT,1970-08,47,72,65.28
465049,SPRING CREEK HEALTHCARE CENTER,UT,1970-08,74,92,80.43
465057,FOUR CORNERS REGIONAL CARE CENTER,UT,1970-08,46,104,44.23
465059,SANDSTONE RICHFIELD,UT,1970-08,32,98,32.65
465064,ST GEORGE REHABILITATION,UT,1970-08,97,99,97.98
465066,SANDSTONE TAYLORSVILLE,UT,1970-08,101,120,84.17
465067,ROCKY MOUNTAIN CARE - CLEARFIELD,UT,1970-08,122,168,72.62
465069,MT OGDEN HEALTH AND REHABILITATION CENTER,UT,1970-08,61,108,56.48
465072,CITY CREEK POST ACUTE,UT,1970-08,58,108,53.70
465074,SANDSTONE HOLLADAY,UT,1970-08,56,77,72.73
465075,ROCKY MOUNTAIN CARE - HUNTER HOLLOW,UT,1970-08,105,124,84.68
465078,HIGHLAND CARE CENTER,UT,1970-08,66,103,64.08
465079,SUNSHINE TERRACE SKILLED NURSING,UT,1970-08,61,172,35.47
465083,CRESTWOOD REHABILITATION AND NURSING,UT,1970-08,71,88,80.68
465084,UINTAH BASIN REHABILITATION AND SENIOR VILLA,UT,1970-08,46,90,51.11
465085,SAN RAFAEL HEALTH AND REHABILITATION,UT,1970-08,34,51,66.67
465086,MOUNTAIN VIEW HEALTH SERVICES,UT,1970-08,45,155,29.03
465088,MISSION AT ALPINE REHABILITATION CENTER,UT,1970-08,36,52,69.23
465089,ROCKY MOUNTAIN CARE - WILLOW SPRINGS,UT,1970-08,96,112,85.71
465090,CASCADES AT ORCHARD PARK,UT,1970-08,42,52,80.77
465091,DRAPER REHABILITATION AND CARE CENTER,UT,1970-08,61,93,65.59
465092,UINTAH HEALTH CARE SPECIAL SERVICE DISTRICT,UT,1970-08,32,110,29.09
465093,SANDSTONE BRIGHAM CITY,UT,1970-08,35,84,41.67
465094,SANDSTONE MILLCREEK,UT,1970-08,100,184,54.35
465095,ST JOSEPH VILLA,UT,1970-08,176,221,79.64
465096,SANDSTONE CANYON RIM,UT,1970-08,37,90,41.11
465097,SANDSTONE AMERICAN FORK,UT,1970-08,61,106,57.55
465098,PINNACLE NURSING AND REHABILITATION CENTER,UT,1970-08,53,100,53.00
465100,PARAMOUNT HEALTH AND REHABILITATION,UT,1970-08,52,99,52.53
465101,HURRICANE HEALTH AND REHABILITATION,UT,1970-08,52,60,86.67
465102,PARKDALE HEALTH AND REHAB,UT,1970-08,31,58,53.45
465104,OREM REHABILITATION AND NURSING CENTER,UT,1970-08,83,120,69.17
465107,SANDSTONE NEPHI,UT,1970-08,44,80,55.00
465108,COPPER RIDGE HEALTH CARE,UT,1970-08,91,120,75.83
465109,HOLLADAY HEALTHCARE CENTER,UT,1970-08,86,120,71.67
465111,SANDY HEALTH AND REHAB,UT,1970-08,66,141,46.81
465112,MONUMENT HEALTHCARE BOUNTIFUL,UT,1970-08,54,100,54.00
465115,THE TERRACE AT MT OGDEN,UT,1970-08,86,120,71.67
465116,ROCKY MOUNTAIN CARE - LOGAN,UT,1970-08,68,120,56.67
465117,SOUTH OGDEN POST ACUTE,UT,1970-08,71,122,58.20
465119,PROVO REHABILITATION AND NURSING,UT,1970-08,116,220,52.73
465123,LOGAN REGIONAL HOSPITAL TRANSITIONAL CARE UNIT,UT,1970-08,9,11,81.82
465124,MIDTOWN MANOR,UT,1970-08,77,82,93.90
465125,ROCKY MOUNTAIN CARE - COTTAGE ON VINE,UT,1970-08,45,61,73.77
465129,PARKWAY HEALTH CENTER,UT,1970-08,56,52,107.69
465130,STONEHENGE OF SPRINGVILLE,UT,1970-08,35,50,70.00
465137,RED CLIFFS HEALTH AND REHAB,UT,1970-08,64,124,51.61
465139,LIFE CARE CENTER OF SALT LAKE CITY,UT,1970-08,52,120,43.33
465143,CEDAR HEALTH AND REHABILITATION,UT,1970-08,62,120,51.67
465144,SEASONS HEALTHCARE AND REHABILITATION,UT,1970-08,40,53,75.47
465146,SANDSTONE SOUTH LAKE,UT,1970-08,100,140,71.43
465147,ROCKY MOUNTAIN CARE - THE LODGE,UT,1970-08,68,92,73.91
465150,WILLIAM E CHRISTOFFERSEN SALT LAKE VETERANS HOME,UT,1970-08,72,81,88.89
465152,BELLA TERRA ST GEORGE,UT,1970-08,73,174,41.95
465153,STONEHENGE OF CEDAR CITY,UT,1970-08,43,50,86.00
465155,PINE VIEW TRANSITIONAL REHAB,UT,1970-08,22,30,73.33
