PROVIDER_ID,PROVIDER_NAME,STATE,NUMBER_OF_SUBSTANTIATED_COMPLAINTS,PATIENT_COUNT_ON_1970_08_23,COMPLAINTS_PER_100_PATIENTS
495325,PHEASANT RIDGE NURSING & REHAB CENTER,VA,0,90,0.00
255126,WILKINSON COUNTY SENIOR CARE,MS,0,52,0.00
425106,HEARTLAND HEALTH CARE CENTER - GREENVILLE EAST,SC,0,113,0.00
175355,EVERGREEN COMMUNITY OF JOHNSON COUNTY,KS,0,78,0.00
335259,WATERVIEW HILLS REHABILITATION AND NURSING CENTER,NY,0,113,0.00
115498,"PRESBYTERIAN HOME, QUITMAN, IN",GA,0,142,0.00
185155,LIFE CARE CENTER OF MOREHEAD,KY,0,81,0.00
335874,THE STEVEN AND ALEXANDRA COHEN PED L T C PAVILION,NY,0,20,0.00
265561,MADISON MEDICAL CENTER,MO,0,64,0.00
365890,ALTERCARE COSHOCTON INC.,OH,0,70,0.00
455687,ALAMEDA OAKS NURSING CENTER,TX,0,45,0.00
335861,THE AMSTERDAM AT HARBORSIDE,NY,0,44,0.00
525373,CARE AND REHAB - BOSCOBEL,WI,0,35,0.00
155252,BRICKYARD HEALTHCARE - WOODLANDS CARE CENTER,IN,0,103,0.00
015186,"GLEN HAVEN HEALTH AND REHABILITATION, LLC",AL,0,176,0.00
105817,PLYMOUTH HARBOR INCORPORATED,FL,0,35,0.00
315512,HOBOKEN UNIVERSITY MEDICAL CENTER TCU,NJ,0,13,0.00
165391,ELKADER CARE CENTER,IA,0,28,0.00
525355,RANDOLPH HEALTH SERVICES,WI,0,65,0.00
395738,PAUL'S RUN,PA,0,108,0.00
165620,MERCYONE SIOUXLAND MEDICAL CENTER,IA,0,8,0.00
395974,MONTICELLO HOUSE,PA,0,81,0.00
015151,AZALEA HEALTH AND REHAB LLC,AL,0,70,0.00
425169,SPRINGDALE HEALTHCARE CENTER,SC,0,139,0.00
185207,MAYSVILLE NURSING AND REHABILITATION FACILITY,KY,0,120,0.00
175403,BETHESDA HOME,KS,0,25,0.00
495134,RIDGECREST MANOR NURSING & REHABILITATION,VA,0,112,0.00
185309,SPRING VIEW NURSING & REHABILITATION,KY,0,68,0.00
345431,BRYAN HEALTH AND REHAB,NC,0,46,0.00
225778,WHITTIER WESTBOROUGH TRANSITIONAL CARE UNIT,MA,0,18,0.00
465112,MONUMENT HEALTHCARE BOUNTIFUL,UT,0,54,0.00
135133,IDAHO STATE VETERANS HOME - LEWISTON,ID,0,49,0.00
395720,"HOMESTEAD VILLAGE, INC",PA,0,52,0.00
146007,MOORINGS OF ARLINGTON HEIGHTS,IL,0,68,0.00
495405,SUMMIT SQUARE,VA,0,17,0.00
105349,ALLIANCE HEALTH AND REHABILITATION CENTER,FL,0,100,0.00
175337,BOTKIN CARE AND REHAB,KS,0,42,0.00
015163,ALBERTVILLE NURSING HOME,AL,0,158,0.00
225722,CARDIGAN NURSING & REHABILITATION CENTER,MA,0,45,0.00
225661,LIFE CARE CENTER OF AUBURN,MA,0,131,0.00
675996,COLUMBUS OAKS HEALTHCARE COMMUNITY,TX,0,75,0.00
315198,ADROIT CARE REHABILITATION AND NURSING CENTER,NJ,0,110,0.00
43A136,MICHAEL J FITZMAURICE SOUTH DAKOTA VETERANS HOME,SD,0,63,0.00
445286,FAIRPARK HEALTH AND REHABILITATION,TN,0,69,0.00
455994,"DESOTO LTC PARTNERS, INC",TX,0,74,0.00
185257,GREEN RIVER TRAILS,KY,0,95,0.00
555798,WOODSIDE HEALTHCARE CENTER,CA,0,57,0.00
676175,PERMIAN RESIDENTIAL CARE CENTER,TX,0,63,0.00
675446,PRAIRIE MEADOWS REHABILITATION AND HEALTHCARE CENT,TX,0,61,0.00
17E034,PROTECTION VALLEY MANOR,KS,0,41,0.00
495352,LEE HEALTH AND REHAB CENTER,VA,0,107,0.00
265874,"WINCHESTER NURSING CENTER, INC",MO,0,50,0.00
445396,"THE WATERS OF ROAN HIGHLANDS,LLC",TN,0,75,0.00
285197,GOOD SAMARITAN SOCIETY - ALBION,NE,0,49,0.00
435120,PIONEER MEMORIAL NURSING HOME,SD,0,36,0.00
366176,LIFE CARE CENTER OF ELYRIA,OH,0,82,0.00
175568,SOUTHWIND AT SPEARVILLE,KS,0,13,0.00
155705,HERITAGE POINTE OF WARREN,IN,0,76,0.00
345577,SWIFT CREEK HEALTH CENTER,NC,0,18,0.00
075362,EVERGREEN WOODS,CT,0,35,0.00
185217,METCALFE HEALTH CARE CENTER,KY,0,65,0.00
065403,"CENTER AT LINCOLN, LLC, THE",CO,0,73,0.00
155368,TODD-DICKEY NURSING AND REHABILITATION,IN,0,56,0.00
265739,HOLDEN MANOR HEALTH & REHABILITATION,MO,0,40,0.00
465166,ASPEN RIDGE WEST TRANSITIONAL REHAB,UT,0,34,0.00
155660,PULASKI HEALTH CARE CENTER,IN,0,56,0.00
515055,CONTINUOUS CARE CENTER WHEELING HOSPITAL,WV,0,112,0.00
745039,MIDTOWNE MEADOWS HEALTH AND REHAB,TX,0,67,0.00
185200,LETCHER MANOR,KY,0,118,0.00
465108,COPPER RIDGE HEALTH CARE,UT,0,91,0.00
525411,WILLOWDALE HEALTH SERVICES,WI,0,30,0.00
425113,PRUITTHEALTH- DILLON,SC,0,66,0.00
015372,REGENCY HEALTH CARE AND REHABILITATION CENTER,AL,0,80,0.00
015381,WILLOWBROOKE CT SKILLED CARE CTR WESTMINSTER VLG,AL,0,7,0.00
015408,"WALKER REHABILITATION CENTER, INC",AL,0,35,0.00
245340,THE VILLAS AT ST PAUL,MN,0,78,0.00
28E302,POLE CREEK ESTATES,NE,0,42,0.00
335667,SUNSHINE CHILDREN'S HOME AND REHAB CENTER,NY,0,97,0.00
015213,TROY HEALTH & REHABILITATION CENTER,AL,0,106,0.00
215246,BEDFORD COURT HEALTHCARE CENT.,MD,0,47,0.00
065311,UPTOWN CARE CENTER,CO,0,78,0.00
345004,PERSON MEMORIAL HOSPITAL,NC,0,49,0.00
105928,LIFE CARE CENTER OF ORANGE PARK,FL,0,168,0.00
315469,CONTINUING CARE AT SEABROOK,NJ,0,69,0.00
285180,BUTTE SENIOR LIVING,NE,0,26,0.00
225630,WINDEMERE NURSING & REHABILITATION CENTER,MA,0,31,0.00
535038,ROCKY MOUNTAIN CARE - EVANSTON,WY,0,45,0.00
425074,C M TUCKER JR NURSING CARE CENTER FEWELL AND STONE,SC,0,55,0.00
115277,FLORENCE HAND HOME,GA,0,112,0.00
355125,GOOD SAMARITAN SOCIETY AUGUSTA PLACE A PROSPERA CO,ND,0,49,0.00
185242,WINDSOR CARE CENTER,KY,0,121,0.00
676400,MRC THE CROSSINGS,TX,0,42,0.00
385283,AVALON CARE CENTER - SCAPPOOSE,OR,0,24,0.00
285278,NYE LEGACY HEALTH & REHABILITATION CENTER,NE,0,88,0.00
146145,"MATHER EVANSTON, THE",IL,0,31,0.00
445210,HUNTINGDON HEALTH & REHABILITATION CENTER,TN,0,68,0.00
335296,"THE NEW JEWISH HOME, SARAH NEUMAN",NY,0,281,0.00
425297,CARLYLE SENIOR CARE OF WILLISTON LLC,SC,0,45,0.00
075241,RIVER GLEN HEALTH CARE CENTER,CT,0,110,0.00
16E277,STORY MEDICAL SENIOR CARE,IA,0,51,0.00
015206,DECATUR HEALTH & REHAB CENTER,AL,0,97,0.00
105624,BONIFAY NURSING AND REHAB CENTER,FL,0,156,0.00
195518,HERITAGE NURSING CENTER,LA,0,41,0.00
245436,PARKVIEW CARE CENTER,MN,0,24,0.00
235731,COREWELL HEALTH REHAB & NURSING CTR - LEFFINGWELL,MI,0,52,0.00
335858,WOODLAND POND AT NEW PALTZ,NY,0,33,0.00
045187,THE GREEN HOUSE COTTAGES OF WENTWORTH PLACE,AR,0,111,0.00
335873,HELEN HAYES HOSPITAL T C U,NY,0,9,0.00
135090,SHAW MOUNTAIN OF CASCADIA,ID,0,89,0.00
015202,MCGUFFEY HEALTH & REHABILITATION CENTER,AL,0,170,0.00
315311,"COMPLETE CARE AT PHILLIPSBURG, LLC",NJ,0,52,0.00
366277,BEL AIR CARE CENTER,OH,0,38,0.00
45E852,CROCKETT COUNTY CARE CENTER,TX,0,37,0.00
165577,GREEN HILLS HEALTH CARE CENTER,IA,0,47,0.00
676316,HIGH HOPE CARE CENTER OF BRENHAM,TX,0,53,0.00
676329,CONTINUING CARE AT HIGHLAND SPRINGS,TX,0,43,0.00
676359,CORNERSTONE RETIREMENT COMMUNITY,TX,0,35,0.00
185433,TRI-CITIES NURSING AND REHABILITATION CENTER,KY,0,58,0.00
525619,NORSELAND NURSING HOME,WI,0,37,0.00
495371,HERITAGE HALL-RICH CREEK,VA,0,96,0.00
365940,AUTUMN AEGIS NURSING HOME,OH,0,89,0.00
676003,AZLE MANOR HEALTH CARE AND REHABILITATION,TX,0,106,0.00
315077,WILLOWBROOKE COURT SKILLED CARE AT EVERGREENS,NJ,0,11,0.00
315193,FOUNTAIN SPRINGS AT CAPE MAY NURSING & REHAB CENTE,NJ,0,113,0.00
396054,MASONIC VILLAGE AT WARMINSTER,PA,0,40,0.00
035074,FRIENDSHIP VILLAGE OF TEMPE,AZ,0,61,0.00
255331,ARRINGTON LIVING CENTER,MS,0,49,0.00
155635,GRACE VILLAGE HEALTH CARE FACILITY,IN,0,47,0.00
075078,WESTVIEW HEALTH CARE CENTER,CT,0,100,0.00
115543,MAPLE RIDGE HEALTH CARE CENTER,GA,0,68,0.00
195410,ST JAMES PLACE NURSING CARE CENTER,LA,0,53,0.00
115704,EMANUEL COUNTY NURSING HOME,GA,0,46,0.00
105937,BLUE PALMS HEALTH AND REHABILITATION CENTER OF DEL,FL,0,58,0.00
525641,ASPIRUS CARE & REHAB-MEDFORD,WI,0,21,0.00
515051,ST. JOSEPH'S HOSPITAL,WV,0,15,0.00
015221,"CHAPMAN HEALTHCARE CENTER, INC",AL,0,142,0.00
555793,VI AT LA JOLLA VILLAGE,CA,0,52,0.00
745000,LAS ALTURAS DE PENITAS,TX,0,60,0.00
525354,MINERAL POINT HEALTH SERVICES,WI,0,29,0.00
265651,STONEBRIDGE HERMANN,MO,0,61,0.00
145464,HAMMOND-HENRY DISTRICT HSP,IL,0,35,0.00
155343,LIFE CARE CENTER OF LAGRANGE,IN,0,38,0.00
155299,MILLER'S MERRY MANOR,IN,0,46,0.00
155170,WESTMINSTER VILLAGE MUNCIE INC,IN,0,57,0.00
185381,SIGNATURE HEALTHCARE OF HART COUNTY REHAB & WELLNE,KY,0,86,0.00
025018,PROVIDENCE TRANSITIONAL CARE CENTER,AK,0,47,0.00
366408,ATLANTES THE,OH,0,28,0.00
675071,YORKTOWN NURSING AND REHABILITATION CENTER,TX,0,33,0.00
225640,"BERKELEY RETIREMENT HOME,THE",MA,0,17,0.00
676483,VENTANA BY BUCKNER,TX,0,47,0.00
335336,MARGARET TIETZ CENTER FOR NURSING CARE INC,NY,0,187,0.00
465182,STONEHENGE OF OGDEN,UT,0,37,0.00
215365,COMPLETE CARE AT HAGERSTOWN,MD,0,80,0.00
035152,YUMA NURSING CENTER,AZ,0,70,0.00
075272,ST JOSEPH'S RESIDENCE,CT,0,25,0.00
26A469,PEMISCOT COUNTY MEMORIAL HOSPITAL,MO,0,10,0.00
375436,WILLOW CREEK HEALTH CARE,OK,0,49,0.00
115697,FOUNTAINVIEW CTR FOR ALZHEIMER,GA,0,114,0.00
366129,GILLETTE NURSING HOME,OH,0,92,0.00
165481,MAYFLOWER HOME,IA,0,27,0.00
335771,THROGS NECK EXTENDED CARE FACILITY,NY,0,197,0.00
205146,EASTPORT MEMORIAL NURSING HOME,ME,0,26,0.00
675279,VILLA HAVEN HEALTH AND REHABILITATION CENTER,TX,0,28,0.00
106047,LIFE CARE CENTER AT INVERRARY,FL,0,110,0.00
115644,KEYSVILLE NURSING HOME & REHAB,GA,0,62,0.00
155374,POPLAR CARE STRATEGIES,IN,0,36,0.00
075310,"COLONIAL HEALTH & REHAB CENTER OF PLAINFIELD, LLC",CT,0,85,0.00
155729,ADAMS HERITAGE,IN,0,41,0.00
155128,MILLER'S AT OAK POINTE,IN,0,53,0.00
396105,SHENANGO PRESBYTERIAN SENIORCARE,PA,0,28,0.00
495150,BIRCHWOOD PARK REHABILITATION,VA,0,129,0.00
425295,PRINCE GEORGE HEALTHCARE CENTER,SC,0,139,0.00
185076,BRADFORD HEIGHTS NURSING & REHABILITATION,KY,0,89,0.00
125002,HILO MEDICAL CENTER,HI,0,45,0.00
175174,MEADOWLARK HILLS,KS,0,117,0.00
245528,GUNDERSEN HARMONY CARE CENTER,MN,0,28,0.00
146095,EVENGLOW LODGE,IL,0,32,0.00
155822,CEDAR CREEK HEALTH CAMPUS,IN,0,56,0.00
195278,METAIRIE HEALTH CARE CENTER,LA,0,96,0.00
135131,IDAHO STATE VETERANS HOME - BOISE,ID,0,77,0.00
115692,MEDICAL MANAGEMENT HEALTH AND REHAB CENTER,GA,0,85,0.00
115338,MIONA GERIATRIC & DEMENTIA CENTER,GA,0,68,0.00
225704,LIFE CARE CENTER OF WEST BRIDGEWATER,MA,0,131,0.00
245469,ESSENTIA HEALTH NORTHERN PINES MEDICAL CENTER,MN,0,32,0.00
215224,AUTUMN LAKE HEALTHCARE AT SILVER SPRING,MD,0,140,0.00
355047,SMP HEALTH - ST CATHERINE NORTH,ND,0,119,0.00
225567,SEACOAST NURSING AND REHABILITATION CENTER,MA,0,110,0.00
035165,HAVEN OF TUCSON,AZ,0,103,0.00
395047,HERITAGE POINTE REHABILITATION AND HEALTHCARE CTR,PA,0,116,0.00
265813,MORNINGSIDE CENTER,MO,0,55,0.00
445530,WATERS OF BRISTOL A REHABILITATION AND NURSING,TN,0,93,0.00
445469,IVY HALL NURSING HOME,TN,0,81,0.00
235639,THE OAKS AT BYRON CENTER,MI,0,51,0.00
185193,HYDEN HEALTH AND REHABILITATION CENTER,KY,0,86,0.00
135093,ASPEN PARK OF CASCADIA,ID,0,44,0.00
395656,FREDERICK LIVING - CEDARWOOD,PA,0,31,0.00
455594,PARADIGM AT KOUNTZE,TX,0,47,0.00
366329,"HAMPTON WOODS NURSING CENTER, INC",OH,0,61,0.00
265429,LAKE REGIONAL HEALTH SYSTEMS,MO,0,9,0.00
265289,COX MEDICAL CENTERS MEYER ORTHOPEDIC AND REHAB,MO,0,18,0.00
366485,BRIARFIELD PLACE,OH,0,50,0.00
185476,COLDSPRING TRANSITIONAL CARE CENTER,KY,0,115,0.00
45E312,SAN JOSE NURSING CENTER,TX,0,36,0.00
495202,GRETNA HEALTH AND REHABILITATION CENTER,VA,0,86,0.00
106043,RIVERCHASE HEALTH AND REHABILITATION CENTER,FL,0,118,0.00
075441,"SPRINGS AT WATERMARK EAST HILL, THE",CT,0,17,0.00
335838,NEW YORK CENTER FOR REHABILITATION & NURSING,NY,0,278,0.00
185197,NORTHPOINT/LEXINGTON HEALTHCARE CENTER,KY,0,144,0.00
045191,GOOD SAMARITAN SOCIETY - HOT SPRINGS VILLAGE,AR,0,27,0.00
05A263,RIVERSIDE BEHAVIORAL HEALTHCARE CENTER,CA,0,111,0.00
175526,FOWLER RESIDENTIAL CARE,KS,0,16,0.00
245633,SARTELL THERAPY SUITES,MN,0,18,0.00
365648,WILLOW KNOLL POST-ACUTE AND SENIOR LIVING,OH,0,50,0.00
09E020,JEANNE JUGAN RESIDENCE,DC,0,29,0.00
045277,THE SPRINGS OF PINE BLUFF,AR,0,76,0.00
315364,JERSEY SHORE CENTER,NJ,0,138,0.00
015315,"RIDGEWOOD HEALTH SERVICES, INC.",AL,0,62,0.00
145552,FAIRFIELD MEMORIAL HOSPITAL,IL,0,19,0.00
315352,ALARIS HEALTH AT ST MARY'S,NJ,0,166,0.00
105779,HEALTHPARK CARE CENTER,FL,0,99,0.00
395480,MAHONING VALLEY NURSING AND RE,PA,0,75,0.00
315439,UNITED METHODIST COMMUNITIES AT BRISTOL GLEN,NJ,0,57,0.00
135004,BOUNDARY COUNTY NURSING HOME,ID,0,17,0.00
165405,HAPPY SIESTA HEALTH CARE CENTER,IA,0,51,0.00
045151,THE GREEN HOUSE COTTAGES OF WALNUT RIDGE,AR,0,89,0.00
375289,ARTESIAN HOME,OK,0,50,0.00
675649,STONEBRIDGE HEALTH REHAB,TX,0,54,0.00
105319,SUN TERRACE HEALTH CARE CENTER,FL,0,126,0.00
345106,TRINITY RIDGE,NC,0,110,0.00
215114,COMPLETE CARE AT CORSICA HILLS LLC,MD,0,106,0.00
43A138,MEDICINE WHEEL VILLAGE,SD,0,29,0.00
215299,WESTGATE HILLS REHAB & HEALTHCARE CTR,MD,0,115,0.00
195394,COLONIAL MANOR NURSING & REHABILITATION HOME,LA,0,69,0.00
395753,BEAUMONT AT BRYN MAWR,PA,0,40,0.00
345190,MURPHY REHABILITATION & NURSING,NC,0,108,0.00
155543,HICKORY CREEK AT HUNTINGTON,IN,0,33,0.00
115296,LENBROOK,GA,0,55,0.00
195608,SOUTHWEST LOUISIANA WAR VETERANS HOME,LA,0,10,0.00
405025,CENTRO MEDICO WILMA N VAZQUEZ SNF,PR,0,20,0.00
676190,STILLHOUSE REHABILITATION AND HEALTHCARE CENTER,TX,0,86,0.00
525467,MARYHILL MANOR,WI,0,46,0.00
155858,"RESTORACY OF WHITESTOWN, THE",IN,0,68,0.00
105662,GRACEVILLE HEALTH CENTER,FL,0,149,0.00
555391,FREEDOM VILLAGE HEALTHCARE CENTER,CA,0,41,0.00
676312,LEGEND OAKS HEALTHCARE AND REHABILITATION - WEST S,TX,0,102,0.00
305037,COURVILLE AT NASHUA,NH,0,72,0.00
015322,ENGLEWOOD HEALTH CARE CENTER,AL,0,72,0.00
105901,WESTMINSTER WOODS ON JULINGTON CREEK,FL,0,56,0.00
135069,"COVE OF CASCADIA, THE",ID,0,31,0.00
366266,ENNISCOURT NURSING CARE,OH,0,44,0.00
335069,CONESUS LAKE NURSING HOME,NY,0,48,0.00
045256,SHERIDAN HEALTHCARE AND REHABILITATION CENTER,AR,0,67,0.00
06A173,SEDGWICK COUNTY MEMORIAL NURSING HOME,CO,0,26,0.00
525581,CREST VIEW NURSING HOME,WI,0,51,0.00
185471,PAUL E PATTON EASTERN KY VETERANS CENTER,KY,0,80,0.00
366107,REST HAVEN NURSING HOME,OH,0,18,0.00
525715,DOVE HEALTHCARE - RICE LAKE,WI,0,45,0.00
375569,HENRYETTA COMMUNITY SKILLED HEALTHCARE & REHAB,OK,0,29,0.00
275067,GLENDIVE MEDICAL CENTER N H,MT,0,35,0.00
345024,CLAPPS NURSING CENTER INC,NC,0,104,0.00
495157,SOUTHAMPTON MEMORIAL HOSP,VA,0,90,0.00
115570,CAMELLIA GARDENS OF LIFE CARE,GA,0,73,0.00
315418,WILEY MISSION,NJ,0,56,0.00
305069,SAINT ANN REHABILITATION AND NURSING CENTER,NH,0,48,0.00
015191,BROWN NURSING HOME,AL,0,66,0.00
395335,WILLIAM PENN HEALTHCARE AND REHABILITATION CENTER,PA,0,116,0.00
05A292,RADY CHILDREN'S CONVALESCENT HOSPITAL D/P SNF,CA,0,24,0.00
055173,FOLSOM CARE CENTER,CA,0,72,0.00
345459,WILLOWBROOKE COURT SC CTR AT TRYON ESTATES,NC,0,7,0.00
185339,IRVINE NURSING AND REHABILITATION CENTER,KY,0,80,0.00
465190,ADVANCED HEALTH CARE OF ST GEORGE,UT,0,29,0.00
105005,CORAL GABLES NURSING AND REHABILITATION CENTER,FL,0,80,0.00
525219,EDENBROOK OF PLATTEVILLE,WI,0,51,0.00
285230,HERITAGE CROSSINGS,NE,0,46,0.00
225419,"BELMONT MANOR NURSING HOME, IN",MA,0,124,0.00
155383,WASHINGTON HEALTHCARE CENTER,IN,0,57,0.00
366109,WOODLAND COUNTRY MANOR INC,OH,0,54,0.00
17E038,"HAVILAND OPERATOR, LLC",KS,0,44,0.00
445465,MAGNOLIA HEALTHCARE AND REHABILITATION CENTER,TN,0,98,0.00
265320,CARTHAGE HEALTH AND REHABILITATION CENTER,MO,0,116,0.00
215200,BROOKE GROVE REHAB. & NSG CTR,MD,0,164,0.00
075261,REGENCY HOUSE NURSING AND REHABILITATION CENTER,CT,0,121,0.00
225176,AGAWAM SOUTH REHAB AND NURSING,MA,0,89,0.00
185466,WESTPORT PLACE HEALTH CAMPUS,KY,0,55,0.00
445293,MEMPHIS JEWISH HOME,TN,0,221,0.00
235482,FENTON HEALTHCARE,MI,0,59,0.00
355087,WEDGEWOOD MANOR,ND,0,33,0.00
465084,UINTAH BASIN REHABILITATION AND SENIOR VILLA,UT,0,46,0.00
676346,HIDALGO NURSING AND REHABILITATION CENTER,TX,0,96,0.00
115428,OAKVIEW HEALTH AND REHABILITATION,GA,0,136,0.00
085056,CADIA REHABILITATION SILVERSIDE,DE,0,96,0.00
445239,LIFE CARE CENTER OF MORGAN COUNTY,TN,0,71,0.00
115694,PEBBLEBROOK HEALTH CENTER AT PARK SPRINGS,GA,0,35,0.00
065420,CASTLE PEAK SENIOR LIFE AND REHABILITATION,CO,0,40,0.00
335314,WELLS NURSING HOME INC,NY,0,90,0.00
45F411,GOODALL WITCHER NURSING FACILITY,TX,0,26,0.00
105967,LAKE BENNET CENTER FOR REHABILITATION & HEALING,FL,0,120,0.00
155718,NORTHVIEW HEALTH AND LIVING,IN,0,69,0.00
375581,CEARU MEDICAL RESORT,OK,0,80,0.00
16E170,FRANKLIN GENERAL HOSPITAL,IA,0,27,0.00
015376,DIVERSICARE OF WINFIELD,AL,0,102,0.00
185164,BARBOURVILLE HEALTH AND REHABILITATION CENTER,KY,0,114,0.00
335606,QUEEN OF PEACE RESIDENCE,NY,0,34,0.00
395012,BROOKVIEW HEALTH CARE CENTER,PA,0,51,0.00
255335,FORREST GENERAL HOSPITAL SKILLED NURSING UNIT,MS,0,30,0.00
065424,RIVER VALLEY REHABILITATION AND HEALTHCARE CENTER,CO,0,53,0.00
075358,BICKFORD HEALTH CARE CENTER,CT,0,39,0.00
135082,MCCALL REHABILITATION AND CARE CENTER,ID,0,29,0.00
155856,"LAURELS OF GOSHEN, THE",IN,0,47,0.00
395260,CARBONDALE NURSING AND REHABILITATION CENTER,PA,0,101,0.00
165583,INDEPENDENCE VILLAGE OF WAUKEE,IA,0,36,0.00
495187,HILLSVILLE HEALTH & REHAB CENTER,VA,0,57,0.00
155232,TWIN CITY HEALTH CARE,IN,0,43,0.00
365533,JOSHUA TREE CARE CENTER,OH,0,31,0.00
676194,MASON CREEK TRANSITIONAL CARE OF KATY,TX,0,90,0.00
065291,ROCK CREEK REHABILITATION AND HEALTHCARE CENTER,CO,0,29,0.00
16E668,PALO ALTO COUNTY HOSPITAL,IA,0,22,0.00
425068,WHITE OAK MANOR - COLUMBIA,SC,0,108,0.00
225783,WHITTIER BRADFORD TRANSITIONAL CARE UNIT,MA,0,13,0.00
115382,SPARTA HEALTH AND REHABILITATION,GA,0,49,0.00
395704,"LAFAYETTE-REDEEMER, THE",PA,0,61,0.00
175404,BUHLER SUNSHINE HOME,KS,0,48,0.00
106136,DE LUNA HEALTH AND REHABILITATION CENTER,FL,0,86,0.00
155150,WATERS OF COLUMBIA CITY SKILLED NURSING FACILITY,IN,0,29,0.00
215199,AUTUMN LAKE HEALTHCARE AT BRADDOCK HEIGHTS,MD,0,56,0.00
425111,MORRELL NURSING CENTER,SC,0,127,0.00
285102,STANTON HEALTH CENTER,NE,0,61,0.00
315298,CRESTWOOD MANOR,NJ,0,49,0.00
185172,TUG VALLEY ARH SKILLED NURSING FACILITY,KY,0,21,0.00
335517,NEW EAST SIDE NURSING HOME,NY,0,56,0.00
245524,LITTLE SISTERS OF THE POOR,MN,0,38,0.00
395279,PINECREST MANOR,PA,0,104,0.00
366314,OTTERBEIN AT GRANVILLE,OH,0,17,0.00
425156,OAKBROOK HEALTH AND REHABILITATION CENTER,SC,0,78,0.00
045411,SUMMIT HEALTH & REHAB CENTER,AR,0,50,0.00
165210,GOOD SAMARITAN SOCIETY - SAINT ANSGAR,IA,0,41,0.00
345091,EDGEWOOD PLACE AT THE VILLAGE AT BROOKWOOD,NC,0,20,0.00
295024,HARMONY MANOR SKILLED NURSING FACILITY,NV,0,35,0.00
415070,"CRESTWOOD NURSING & REHABILITATION CENTER, INC",RI,0,60,0.00
555651,STANLEY HEALTHCARE CENTER,CA,0,23,0.00
475047,FRANKLIN COUNTY REHAB CENTER LLC,VT,0,57,0.00
075288,FAIRVIEW,CT,0,88,0.00
106070,DESOTO HEALTH AND REHAB,FL,0,45,0.00
315404,UNITED METHODIST COMMUNITIES AT COLLINGSWOOD,NJ,0,48,0.00
25A414,METHODIST SPECIALTY CARE CENTER,MS,0,58,0.00
215110,WESTERN MD HOSPITAL CENTER,MD,0,42,0.00
675678,CARE CHOICE OF BOERNE,TX,0,52,0.00
17E585,DOOLEY CENTER,KS,0,32,0.00
215229,NORTH OAKS COMMUNITIES,MD,0,22,0.00
165623,CREEKSIDE,IA,0,40,0.00
495318,BERRY HILL NURSING HOME,VA,0,68,0.00
465167,STONEHENGE OF OREM,UT,0,26,0.00
165377,WHEATLAND MANOR,IA,0,42,0.00
015155,"RIDGEVIEW HEALTH SERVICES, INC",AL,0,139,0.00
465074,SANDSTONE HOLLADAY,UT,0,56,0.00
106077,MOOSEHAVEN,FL,0,26,0.00
115387,OXLEY PARK HEALTH AND REHABILITATION,GA,0,93,0.00
155401,BEN HUR HEALTH AND REHABILITATION,IN,0,93,0.00
105485,HAMLIN PLACE OF BOYNTON BEACH,FL,0,93,0.00
395956,GLEN AT WILLOW VALLEY,PA,0,196,0.00
375235,BROOKSIDE NURSING CENTER,OK,0,59,0.00
495365,MAPLE GROVE NURSING & REHAB CENTER,VA,0,54,0.00
255050,JEFFERSON DAVIS COMMUNITY HOSPITAL ECF,MS,0,44,0.00
366455,MENTOR RIDGE HEALTH AND REHABILITATION,OH,0,96,0.00
056169,ALAMITOS WEST HEALTH & REHABILITATION,CA,0,123,0.00
335758,LONG ISLAND STATE VETERANS HOME,NY,0,299,0.00
185270,CUMBERLAND VALLEY NURSING & REHABILITATION CENTER,KY,0,75,0.00
255286,PINE VIEW HEALTH AND REHABILITATION CENTER,MS,0,88,0.00
345216,WESTFIELD REHABILITATION AND HEALTH CENTER,NC,0,75,0.00
445236,LIFE CARE CENTER OF COLUMBIA,TN,0,94,0.00
675533,JUNIPER VILLAGE AT SPICEWOOD SUMMIT,TX,0,29,0.00
215310,GARRETT COUNTY SUBACUTE UNIT,MD,0,8,0.00
425086,"LORIS REHAB AND NURSING CENTER, LLC",SC,0,76,0.00
525714,NEIGHBORS - WEST NEIGHBORHOOD (THE),WI,0,41,0.00
165594,BROOKLYN COMMUNITY ESTATES,IA,0,47,0.00
366456,WINDSOR MEDICAL CENTER INC,OH,0,10,0.00
366189,VANCREST OF DELPHOS,OH,0,86,0.00
045246,PERRY COUNTY NURSING AND REHABILITATION CENTER,AR,0,53,0.00
215220,CHAPEL HILL NURSING CENTER,MD,0,55,0.00
25A422,WALTER B CROOK NURSING FACILITY,MS,0,59,0.00
165543,WESLEY PARK CENTRE,IA,0,66,0.00
355096,ANETA PARKVIEW HEALTH CTR,ND,0,33,0.00
675907,DIBOLL NURSING AND REHAB,TX,0,36,0.00
375207,MANGUM SKILLED NURSING AND THERAPY,OK,0,29,0.00
185361,KINDRED HOSPITAL - LOUISVILLE,KY,0,42,0.00
325104,THE NM BEHAVIORAL HEALTH INSTITUTE AT LAS VEGAS,NM,0,83,0.00
335286,CARILLON NURSING AND REHABILITATION CENTER,NY,0,266,0.00
215361,MARYLAND MASONIC HOMES LTD,MD,0,75,0.00
425320,NHC HEALTHCARE - NORTH AUGUSTA,SC,0,186,0.00
105323,"OAKS OF CLEARWATER, THE",FL,0,49,0.00
