PROVIDER_NAME,STATE,MONTH,TOTAL_HOURS_WORKED
QUALITY LIFE SERVICES - CHICORA,PA,1970-08,385.25
QUALITY LIFE SERVICES - GROVE CITY,PA,1970-08,304
QUALITY LIFE SERVICES - HENRY CLAY,PA,1970-08,206
QUALITY LIFE SERVICES - MARKLEYSBURG,PA,1970-08,202.75
QUALITY LIFE SERVICES - MERCER,PA,1970-08,130
QUALITY LIFE SERVICES - NEW CASTLE,PA,1970-08,384.5
QUALITY LIFE SERVICES - SARVER,PA,1970-08,193.25
QUALITY LIFE SERVICES - SUGAR CREEK,PA,1970-08,372.75
QUALITY LIFE SERVICES - WESTMONT,PA,1970-08,158
QUARRYVILLE PRESBYTERIAN RETIREMENT COMMUNITY,PA,1970-08,264.68
QUINCY RETIREMENT COMMUNITY,PA,1970-08,301.75
REDSTONE HIGHLANDS HEALTH CARE,PA,1970-08,336.87
REFORMED PRESBYTERIAN HOME,PA,1970-08,208.5
REHAB & NURSING CTR GREATER PITTSBURGH,PA,1970-08,439.5
REHAB AT SHANNONDELL,PA,1970-08,480
REHABILITATION CENTER AT BRETHREN VILLAGE LLC,PA,1970-08,66.25
"REHABILITATION CENTER AT JEFFERSON HILLS, THE",PA,1970-08,154.11
RENAISSANCE HEALTHCARE & REHABILITATION CENTER,PA,1970-08,344.5
REST HAVEN-YORK,PA,1970-08,482
RICHBORO REHABILITATION & NURSING CENTER,PA,1970-08,264.9
RICHFIELD HEALTHCARE AND REHABILITATION CENTER,PA,1970-08,169.15
RICHLAND HEALTHCARE AND REHABILITATION CENTER,PA,1970-08,260.75
RIDGEVIEW HEALTHCARE & REHAB CENTER,PA,1970-08,353
RIDGEVIEW HEALTHCARE AND REHABILITATION CENTER,PA,1970-08,271.7
RITTENHOUSE POST ACUTE,PA,1970-08,129
RIVER VIEW NURSING AND REHABILITATION CENTER,PA,1970-08,418.68
RIVER'S BEND HEALTH & REHAB CENTER,PA,1970-08,441.9
RIVER'S EDGE REHABILITATION & HEALTHCARE CENTER,PA,1970-08,413.12
RIVERSIDE HEALTH & REHAB CENTER,PA,1970-08,298.41
RIVERSTREET MANOR,PA,1970-08,346
RIVERTON REHABILITATION AND HEALTHCARE CENTER,PA,1970-08,346.4
RIVERWOODS,PA,1970-08,347.75
ROBERT PACKER HOSPITAL SKILLED CARE AND REHABILIT,PA,1970-08,193.75
ROCHESTER RESIDENCE AND CARE CENTER,PA,1970-08,305.37
"ROLLING FIELDS, INC",PA,1970-08,226.25
ROLLING HILLS HEALTHCARE AND REHABILITATION CENTER,PA,1970-08,175.85
ROOSEVELT REHABILITATION AND HEALTHCARE CENTER,PA,1970-08,600.35
ROSE CITY NURSING AND REHAB AT LANCASTER,PA,1970-08,228.75
ROSE VIEW NURSING AND REHABILITATION CENTER,PA,1970-08,398
ROSEMONT CENTER,PA,1970-08,161.25
ROSEWOOD GARDENS REHABILITATION AND NURSING CENTER,PA,1970-08,513.9
ROSEWOOD REHABILITATION & NURSING CENTER,PA,1970-08,475.48
ROUSE WARREN COUNTY HOME,PA,1970-08,482.25
"RYDAL PARK OF PHILADELPHIA PRESBYTERY HOMES, INC",PA,1970-08,439.43
SAINT ANNE HOME,PA,1970-08,577.47
SAINT JOHN XXIII HOME,PA,1970-08,172.75
SAINT JOSEPH VILLA,PA,1970-08,504.52
SAINT MARY'S AT ASBURY RIDGE,PA,1970-08,348
SAINT MARY'S VILLA NURSING HOM,PA,1970-08,435.5
SAINT PAUL HOMES,PA,1970-08,505.25
SANATOGA CENTER,PA,1970-08,368.39
SARAH A TODD MEMORIAL HOME,PA,1970-08,398.55
SARAH REED SENIOR LIVING,PA,1970-08,392.18
SAUNDERS NURSING AND REHABILITATION CENTER,PA,1970-08,501.74
SAYRE HEALTH CARE CENTER,PA,1970-08,233.75
SCENERY HILL HEALTHCARE AND REHABILITATION CENTER,PA,1970-08,193.61
SCHUYLKILL CENTER,PA,1970-08,545.25
SCOTTDALE HEALTHCARE & REHABILITATION CENTER,PA,1970-08,164.6
SCRANTON HEALTH CARE CENTER,PA,1970-08,122.87
SENA KEAN NURSING AND REHABILITATION CENTER,PA,1970-08,357.65
SENECA PLACE,PA,1970-08,229.68
SETON MANOR NURSING AND REHABILITATION CENTER,PA,1970-08,364.6
SHADYSIDE SKILLED NURSING AND REHABILITATION CTR,PA,1970-08,377.59
SHENANDOAH SENIOR LIVING COMMUNITY,PA,1970-08,319.5
SHENANGO PRESBYTERIAN SENIORCARE,PA,1970-08,170.25
SHERWOOD OAKS,PA,1970-08,154
SHIPPENSBURG REHABILITATION AND HEALTH CARE CENTER,PA,1970-08,376.25
SHIPPENVILLE HEALTHCARE AND REHABILITATION CENTER,PA,1970-08,313
SILVER LAKE HEALTHCARE CENTER,PA,1970-08,587.5
SILVER STREAM NURSING AND REHABILITATION CENTER,PA,1970-08,281.11
SIMPSON HOUSE INC,PA,1970-08,173.25
SINKING SPRING SKILLED NURSING AND REHABILITATION,PA,1970-08,485.96
SLATE BELT HEALTH & REHABILITATION CENTER,PA,1970-08,329.36
SMITH HEALTH CARE LTD,PA,1970-08,111.59
SNU ARMSTRONG CO MEMORIAL HOSP,PA,1970-08,119.82
SNYDER MEMORIAL HEALTH CARE CE,PA,1970-08,312.56
SOMERSET HEALTHCARE & REHABILITATION CENTER,PA,1970-08,193.87
SOUDERTON MENNONITE HOMES,PA,1970-08,231.87
SOUTH MOUNTAIN RESTORATION CEN,PA,1970-08,346.13
SOUTHEASTERN PENNSYLVANIA VETERAN'S CENTER,PA,1970-08,932.33
SOUTHMONT OF PRESBYTERIAN SENIORCARE,PA,1970-08,551.96
SOUTHWESTERN NURSING AND REHABILITATION CENTER,PA,1970-08,345
SOUTHWESTERN VETERANS CENTER,PA,1970-08,710.46
SPANG CREST MANOR,PA,1970-08,368
SPIRITRUST LUTHERAN THE VILLAGE AT GETTYSBURG,PA,1970-08,180.75
SPIRITRUST LUTHERAN THE VILLAGE AT LUTHER RIDGE,PA,1970-08,159.75
SPIRITRUST LUTHERAN THE VILLAGE AT UTZ TERRACE,PA,1970-08,153.75
SPRING CREEK REHABILITATION AND NURSING CENTER,PA,1970-08,906.25
SPRING HILL REHABILITATION AND NURSING CENTER,PA,1970-08,233.4
SPRINGFIELD REHABILITATION AND HEALTHCARE  CENTER,PA,1970-08,315.5
SPRUCE MANOR NURSING & REHABILITATION CENTER,PA,1970-08,491.5
SQUIRREL HILL WELLNESS AND REHABILITATION CENTER,PA,1970-08,327.36
ST ANNE'S RETIREMENT COMMUNITY,PA,1970-08,369.25
ST BARNABAS NURSING HOME,PA,1970-08,217.5
ST FRANCIS CENTER FOR REHABILITATION & HEALTHCARE,PA,1970-08,719.75
ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE,PA,1970-08,696.18
ST JOHN SPECIALTY CARE CENTER,PA,1970-08,450.85
ST JOSEPH'S MANOR,PA,1970-08,756.27
ST LUKE'S HOSPITAL SACRED HEART CAMPUS TCF,PA,1970-08,106.75
ST LUKE'S REHABILITATION AND NURSING CENTER,PA,1970-08,174.75
ST MARTHA CENTER FOR REHABILITATION & HEALTHCARE,PA,1970-08,406.27
ST MARY CENTER FOR REHABILITATION & HEALTHCARE,PA,1970-08,448.14
ST MONICA CENTER FOR REHABILITATION & HEALTHCARE,PA,1970-08,553.61
STATESMAN HEALTH & REHABILITATION CENTER,PA,1970-08,292.25
STERLING HEALTH CARE AND REHAB CENTER,PA,1970-08,446.7
STONEBRIDGE HEALTH & REHABILITATION CENTER,PA,1970-08,222
STONERIDGE POPLAR RUN,PA,1970-08,160.63
STONERIDGE TOWNE CENTRE,PA,1970-08,180.76
SUBURBAN WOODS HEALTH & REHA,PA,1970-08,366.5
SUGAR CREEK CARE CENTER,PA,1970-08,262.2
"SUMMIT AT BLUE MOUNTAIN NURSING & REHAB CTR, THE",PA,1970-08,124
SUNBURY SKILLED NURSING AND REHABILITATION CENTER,PA,1970-08,358.5
SUNNYVIEW NURSING AND REHABILITATION CENTER,PA,1970-08,680.25
SUNSET RIDGE REHABILITATION AND NURSING CENTER,PA,1970-08,200.5
SUSQUEHANNA HEALTH AND WELLNESS CENTER,PA,1970-08,477.25
SWAIM HEALTH CENTER,PA,1970-08,204.75
SWEDEN VALLEY MANOR,PA,1970-08,230
TEL HAI RETIREMENT COMMUNITY,PA,1970-08,432.5
THE PINES AT PHILADELPHIA REHAB AND HEALTHCARE CTR,PA,1970-08,273.41
THIRD AVENUE HEALTH & REHAB CENTER,PA,1970-08,151.75
THORNWALD HOME,PA,1970-08,299.02
TITUSVILLE HEALTHCARE AND REHABILITATION CENTER,PA,1970-08,171
TOWNE MANOR EAST,PA,1970-08,327
TOWNE MANOR WEST,PA,1970-08,351.6
TOWNVIEW HEALTH AND REHABILITATION CENTER,PA,1970-08,331.85
TRANSITIONAL CARE UNIT AT NAZARETH HOSPITAL,PA,1970-08,100.75
TRANSITIONAL SUB-ACUTE UNIT,PA,1970-08,291
TRANSITIONS HEALTHCARE ALLENS COVE,PA,1970-08,212.75
TRANSITIONS HEALTHCARE AUTUMN GROVE CARE CENTER,PA,1970-08,352.6
TRANSITIONS HEALTHCARE GETTYSBURG,PA,1970-08,379.03
TRANSITIONS HEALTHCARE NORTH HUNTINGDON,PA,1970-08,331.12
TRANSITIONS HEALTHCARE SHOOK HOME,PA,1970-08,227.75
TRANSITIONS HEALTHCARE WASHINGTON PA,PA,1970-08,421.67
TREMONT HEALTH & REHABILITATION CENTER,PA,1970-08,409.78
TRILLIUM PLACE,PA,1970-08,478
TUCKER HOUSE NURSING AND REHABILITATION CENTER,PA,1970-08,486
TWIN LAKES REHABILITATION AND HEALTHCARE CENTER,PA,1970-08,374.25
TWIN PINES HEALTH CARE CENTER,PA,1970-08,361.98
TWINBROOK HEALTHCARE AND REHABILITATION CENTER,PA,1970-08,246.8
UNIONTOWN HEALTHCARE AND REHABILITATION CENTER,PA,1970-08,281.25
UNITED ZION RETIREMENT COMMUNI,PA,1970-08,267
UNIVERSITY CITY REHABILITATION AND HEALTHCARE CTR,PA,1970-08,294
UPMC MAGEE-WOMENS HOSPITAL TCU,PA,1970-08,100.6
UPMC NORTHWEST TRANSITIONAL CARE UNIT,PA,1970-08,84.55
VALLEY MANOR REHABILITATION AND HEALTHCARE CENTER,PA,1970-08,542.5
"VALLEY VIEW HAVEN, INC",PA,1970-08,418.25
VALLEY VIEW REHAB AND NURSING CENTER,PA,1970-08,564
VIBRA REHABILITATION CENTER,PA,1970-08,167.5
"VILLAGE AT PENN STATE,  THE",PA,1970-08,151
VINCENTIAN HOME,PA,1970-08,537.25
WALLINGFORD SKILLED NURSING AND REHABILITATION CEN,PA,1970-08,437.09
WALNUT CREEK HEALTHCARE AND REHABILITATION CENTER,PA,1970-08,341.25
WARREN MANOR,PA,1970-08,354.83
WATSONTOWN REHABILITATION AND NURSING CENTER,PA,1970-08,274.25
WAVERLY HEIGHTS,PA,1970-08,156.75
WAYNE CENTER,PA,1970-08,300.9
WAYNE WOODLANDS MANOR,PA,1970-08,331.24
WAYNESBURG HEALTHCARE AND REHABILITATION CENTER,PA,1970-08,311
WECARE AT MONROEVILLE REHABILITATION AND NSG CTR,PA,1970-08,257.94
WECARE AT MT LEBANON REHABILITATION AND NRSG CTR,PA,1970-08,268.29
WECARE AT MURRYSVILLE REHAB AND NURSING CENTER,PA,1970-08,335.55
WECARE AT ROLLING MEADOWS REHAB AND NURSING CE,PA,1970-08,251.4
WECARE AT SOUTH HILLS REHABILITATION AND NRSG CTR,PA,1970-08,232.75
WECARE AT SYCAMORE REHABILITATION AND NURSING CENT,PA,1970-08,320.8
WESBURY UNITED METHODIST COMMU,PA,1970-08,575.16
WESLEY  ENHANCED LIVING AT STAPELEY,PA,1970-08,422.25
WESLEY ENHANCED LIVING - DOYLESTOWN,PA,1970-08,229.5
WESLEY ENHANCED LIVING MAIN LINE REHAB AND SKD NSG,PA,1970-08,231.5
WESLEY ENHANCED LIVING PENNYPACK PARK,PA,1970-08,462.05
WESLEY VILLAGE,PA,1970-08,391.71
WEST CHESTER REHABILITATION AND HEALTHCARE CENTER,PA,1970-08,521.5
WEST PARK REHABILITATION AND NURSING CENTER,PA,1970-08,479.5
WEST READING SKILLED NURSING AND REHABILITATION CE,PA,1970-08,474.97
WESTGATE HILLS REHABILITATION AND NURSING CTR,PA,1970-08,373.45
WESTMINSTER WOODS AT HUNTINGDO,PA,1970-08,240
WESTMORELAND MANOR,PA,1970-08,744.7
WEXFORD HEALTHCARE CENTER,PA,1970-08,350.75
WHITEHALL BOROUGH SKILLED NURSING AND REHAB CENTER,PA,1970-08,528.87
WHITESTONE CARE CENTER,PA,1970-08,313.75
WILLIAM HOOD DUNWOODY CARE CTR,PA,1970-08,408.5
WILLIAM PENN CARE CENTER,PA,1970-08,305.18
WILLIAM PENN HEALTHCARE AND REHABILITATION CENTER,PA,1970-08,358.5
"WILLIAMSPORT HOME, THE",PA,1970-08,440.42
WILLIAMSPORT NORTH REHABILITATION AND NURSING CENT,PA,1970-08,413
WILLIAMSPORT SOUTH REHABILITATION AND NURSING CENT,PA,1970-08,333.25
WILLOW BROOK REHABILITATION AND HEALTHCARE CENTER,PA,1970-08,397.93
WILLOW TERRACE,PA,1970-08,577.89
WILLOWBROOKE COURT SKD CARE CENTER AT LIMA ESTATES,PA,1970-08,30.01
WILLOWBROOKE COURT SKILLED CARE CENTER AT BRITTANY,PA,1970-08,257.75
WILLOWBROOKE COURT-GRANITE,PA,1970-08,28.72
WILLOWBROOKE COURT-SOUTHAMPTON,PA,1970-08,91.53
WILLOWBROOKE COURT-SPRING HOUS,PA,1970-08,41.33
WILLOWBROOKE CTSKDCARECTR AT FORTWASHINGTONESTATES,PA,1970-08,41.87
WILLOWBROOKE CTSKDCARECTR ATNORMANDY FARMS ESTATES,PA,1970-08,51.16
WILLOWCREST,PA,1970-08,204.8
WILLOWS OF PRESBYTERIAN SENIOR,PA,1970-08,545.32
WINDBER WOODS SENIOR LIVING & REHABILITATION CTR,PA,1970-08,491.37
WINDY HILL VILLAGE OF PRESBYTERIAN HOMES,PA,1970-08,223
WOODHAVEN HEALTH & REHAB CENTER,PA,1970-08,309.99
WYNDMOOR HILLS REHABILITATION AND NURSING CENTER,PA,1970-08,213.25
WYOMISSING HEALTH AND REHABILITATION CENTER,PA,1970-08,285
YARDLEY REHABILITATION AND HEALTHCARE CENTER,PA,1970-08,554
YEADON REHABILITATION AND NURSING CENTER,PA,1970-08,603
YORK NORTH SKILLED NURSING AND REHABILITATION CTR,PA,1970-08,383.05
YORK NURSING AND REHABILITATION CENTER,PA,1970-08,587.75
YORK SOUTH SKILLED NURSING AND REHABILITATION CTR,PA,1970-08,405.04
YORKVIEW NURSING AND REHABILITATION,PA,1970-08,458
"ZERBE SISTERS NURSING CENTER,",PA,1970-08,284.64
ALTERNATIVE HEALTHCARE SOLUTIONS LLC,PR,1970-08,111
CENTRO MEDICO WILMA N VAZQUEZ SNF,PR,1970-08,107
DAMAS HOSPITAL SNF,PR,1970-08,97.2
MILLENNIUM INSTITUTE FOR ADVANCE NURSING CARE INC,PR,1970-08,97.5
RYDER MEMORIAL HOSPITAL INC,PR,1970-08,137
SERVICIOS INTEGRADOS DE REHABILITACION (SIRO) INC,PR,1970-08,90.25
ALPINE NURSING HOME INC,RI,1970-08,245.75
APPLE REHAB CLIPPER,RI,1970-08,193.75
AVALON NURSING HOME INC,RI,1970-08,113
BANNISTER CTR FOR REHABILITATION AND HEALTH CARE,RI,1970-08,388.08
BAYBERRY COMMONS,RI,1970-08,371.36
BAYVIEW REHABILITATION AND HEALTHCARE CENTER,RI,1970-08,385
BERKSHIRE PLACE,RI,1970-08,705.23
BETHANY HOME OF RHODE ISLAND,RI,1970-08,130
BRENTWOOD NURSING HOME,RI,1970-08,324
BRIARCLIFFE MANOR,RI,1970-08,515
CEDAR CREST NURSING CENTRE INC,RI,1970-08,656.25
CHERRY HILL MANOR,RI,1970-08,605.33
CRA-MAR MEADOWS,RI,1970-08,105.75
"CRESTWOOD NURSING & REHABILITATION CENTER, INC",RI,1970-08,242.25
CRYSTAL LAKE REHABILITATION AND CARE CENTER,RI,1970-08,151.76
EASTGATE NURSING & REHABILITATION CENTER,RI,1970-08,193.23
ELDERWOOD OF SCALLOP SHELL AT WAKEFIELD,RI,1970-08,272.73
ELMHURST REHABILITATION & HEALTHCARE CENTER,RI,1970-08,715.25
ELMWOOD NURSING AND REHABILITATION CENTER,RI,1970-08,235
EVERGREEN HOUSE HEALTH CENTER,RI,1970-08,550.67
FRIENDLY HOME INC THE,RI,1970-08,458.79
GOLDEN CREST NURSING CENTRE,RI,1970-08,489.75
GRACE BARKER NURSING CENTER,RI,1970-08,347.59
GRAND ISLANDER CENTER,RI,1970-08,485.67
GRANDVIEW CENTER,RI,1970-08,245.29
GREENVILLE SKILLED NURSING AND REHABILITATION,RI,1970-08,304.25
GREENWOOD CENTER,RI,1970-08,427.22
HARRIS HEALTH CARE CENTER NORTH,RI,1970-08,82.04
HARRIS HEALTH CENTER LLC,RI,1970-08,91.1
HATTIE IDE CHAFFEE HOME,RI,1970-08,363.38
HEATHERWOOD REHABILITATION & HEALTH CARE CENTER,RI,1970-08,344.75
HEBERT NURSING HOME,RI,1970-08,404
HERITAGE HILLS NURSING & REHABILITATION CENTER,RI,1970-08,333.25
HOLIDAY RETIREMENT HOME INC,RI,1970-08,558.76
JEANNE JUGAN RESIDENCE,RI,1970-08,198.45
JOHN CLARKE RETIREMENT CENTER THE,RI,1970-08,189.69
KENT REGENCY CENTER,RI,1970-08,538.88
KINGSTON CENTER FOR REHABILITATION AND HEALTH CARE,RI,1970-08,135.5
LINCOLNWOOD REHABILITATION AND HEALTHCARE CENTER,RI,1970-08,633.5
MANSION NURSING AND REHAB CENTER,RI,1970-08,164.28
MORGAN HEALTH CENTER,RI,1970-08,399
MOUNT ST RITA HEALTH CENTRE,RI,1970-08,313
OAK HILL HEALTH & REHABILITATION CENTER,RI,1970-08,421.25
OAKLAND GROVE HEALTH CARE CENTER,RI,1970-08,360.25
ORCHARD VIEW MANOR,RI,1970-08,383.5
OVERLOOK NURSING AND REHABILITATION CENTER,RI,1970-08,300.75
PAWTUCKET FALLS HEALTHCARE CENTER,RI,1970-08,395.5
RESPIRATORY AND REHABILITATION CENTER OF RI,RI,1970-08,312.11
RIVERVIEW HEALTHCARE COMMUNITY,RI,1970-08,675.5
ROBERTS HEALTH CENTRE INC,RI,1970-08,280
ROYAL MIDDLETOWN NURSING CENTER,RI,1970-08,123.75
ROYAL OF WESTERLY NURSING CENTER,RI,1970-08,218.64
SAINT ELIZABETH HOME EAST GREENWICH,RI,1970-08,775.65
SILVER CREEK REHAB & HEALTHCARE CENTER,RI,1970-08,414.54
SOUTH COUNTY NURSING & REHABILITATION CENTER,RI,1970-08,287.66
SOUTH KINGSTOWN NURSING AND REHAB CTR,RI,1970-08,331.3
ST ANTOINE RESIDENCE,RI,1970-08,655.35
ST CLARE HOME,RI,1970-08,227.75
STEERE HOUSE NURSING AND REHABILITATION CTR,RI,1970-08,512.77
STILLWATER ASSISTED LIVING AND SKILLED NURSING COM,RI,1970-08,273.16
SUMMIT COMMONS REHABILITATION AND HEALTH CARE CNT,RI,1970-08,453.26
SUNNY VIEW NURSING HOME INC,RI,1970-08,251.25
THE DAWN HILL HOME FOR REHAB & HEALTHCARE,RI,1970-08,504.19
TOCKWOTTON ON THE WATERFRONT,RI,1970-08,272.25
TRINITY HEALTH AND REHABILITATION CENTER,RI,1970-08,435
VILLAGE HOUSE NURSING & REHABILITATION CENTER,RI,1970-08,281
WARREN SKILLED NURSING AND REHABILITATION,RI,1970-08,195.38
WATERVIEW VILLA REHABILITATION AND HEALTH CARE CEN,RI,1970-08,372
WEST SHORE HEALTH CENTER,RI,1970-08,412.61
WEST VIEW NURSING AND REHABILITATION CENTER,RI,1970-08,392.88
WESTERLY HEALTH CENTER,RI,1970-08,364.5
WOONSOCKET HEALTH CENTRE,RI,1970-08,475
AIKEN REHABILITATION AND CARE CENTER,SC,1970-08,457.25
ANCHOR POST ACUTE,SC,1970-08,450.71
"ANGEL OAK NURSING AND REHABILITATION CENTER, LLC",SC,1970-08,282.5
ASHLEY RIVER HEALTHCARE,SC,1970-08,376.13
BENNETTSVILLE HEALTH AND REHABILITATION CENTER,SC,1970-08,348.02
BETHEA BAPTIST HEALTHCARE CENTER,SC,1970-08,348.56
BISHOP GADSDEN EPISCOPAL HEALTH CARE CENTER,SC,1970-08,166.97
BLUE RIDGE IN GEORGETOWN,SC,1970-08,259.81
BRIAN CENTER NURSING CARE - ST ANDREWS,SC,1970-08,306.75
BRIGHTWATER SKILLED NURSING CENTER,SC,1970-08,280.35
BROAD CREEK CARE CENTER,SC,1970-08,161.09
BROOKVIEW HEALTHCARE CENTER,SC,1970-08,408.7
BRUSHY CREEK POST ACUTE,SC,1970-08,548.06
C M TUCKER JR NURSING CARE CENTER  RODDEY PAVILION,SC,1970-08,516.62
C M TUCKER JR NURSING CARE CENTER FEWELL AND STONE,SC,1970-08,334.79
CALHOUN CONVALESCENT CENTER,SC,1970-08,340.25
CARLYLE SENIOR CARE OF AIKEN,SC,1970-08,281.4
CARLYLE SENIOR CARE OF BLACKVILLE,SC,1970-08,278.25
CARLYLE SENIOR CARE OF FLORENCE,SC,1970-08,281.28
CARLYLE SENIOR CARE OF FORK,SC,1970-08,394.18
CARLYLE SENIOR CARE OF FOUNTAIN INN,SC,1970-08,147.99
CARLYLE SENIOR CARE OF KINGSTREE,SC,1970-08,373.25
CARLYLE SENIOR CARE OF WILLISTON LLC,SC,1970-08,146.5
CHANDLER CREEK POST ACUTE,SC,1970-08,406.75
CHERAW HEALTHCARE,SC,1970-08,377
COMPASS POST ACUTE REHABILITATION,SC,1970-08,244.49
CONDOR HEALTH ANDERSON,SC,1970-08,681.19
DR RONALD E MCNAIR NURSING & REHABILITATION CENTER,SC,1970-08,187.27
EDGEFIELD POST-ACUTE,SC,1970-08,378.07
EDISTO POST ACUTE,SC,1970-08,381.01
ELLEN SAGAR NURSING CENTER,SC,1970-08,350.5
FAITH HEALTHCARE CENTER,SC,1970-08,345.79
FLEETWOOD POST-ACUTE,SC,1970-08,315.9
FRANKE HEALTH CARE CENTER,SC,1970-08,172.67
FRASER HEALTH CENTER,SC,1970-08,160.3
GOLDEN AGE OPERATIONS,SC,1970-08,135.37
GREENVILLE POST ACUTE,SC,1970-08,384.14
GREENWOOD TRANSITIONAL REHABILITATION UNIT,SC,1970-08,78.82
HALLMARK HEALTHCARE CENTER,SC,1970-08,263.38
HEARTLAND HEALTH CARE CENTER - GREENVILLE EAST,SC,1970-08,359.78
HEARTLAND HEALTH CARE CENTER - UNION,SC,1970-08,241.2
HEARTLAND OF COLUMBIA REHAB AND NURSING CENTER,SC,1970-08,375.42
HERITAGE HOME OF FLORENCE INC,SC,1970-08,374
HONORAGE NURSING CENTER,SC,1970-08,275
INMAN HEALTHCARE,SC,1970-08,117.69
IVA POST-ACUTE,SC,1970-08,187.53
J F HAWKINS NURSING HOME,SC,1970-08,351.5
JOHNS ISLAND POST ACUTE,SC,1970-08,356.74
JOLLEY ACRES HEALTHCARE CENTER,SC,1970-08,198.95
KEMPTON OF CHARLESTON,SC,1970-08,86.1
KERSHAW HEALTH KARESH LONG TERM CARE,SC,1970-08,518.25
L.M.C.- EXTENDED CARE,SC,1970-08,1087
LAKE CITY SCRANTON HEALTHCARE CENTER,SC,1970-08,272.99
LAKE EMORY POST ACUTE CARE,SC,1970-08,276.92
LAKE MARION NURSING FACILITY,SC,1970-08,305
LAKE MOULTRIE NURSING HOME,SC,1970-08,286.5
LAKELANDS NURSING AND REHABILITATION CENTER,SC,1970-08,228.02
LAKES AT LITCHFIELD,SC,1970-08,55.75
LANCASTER HEALTH AND REHABILITATION,SC,1970-08,394.49
LIFE CARE CENTER OF CHARLESTON,SC,1970-08,443.23
LIFE CARE CENTER OF COLUMBIA,SC,1970-08,388.24
LIFE CARE CENTER OF HILTON HEAD,SC,1970-08,251.5
LILA DOYLE POST ACUTE,SC,1970-08,335.85
LINLEY PARK POST ACUTE,SC,1970-08,285.18
LINVILLE COURT AT THE CASCADES VERDAE,SC,1970-08,182.95
"LORIS REHAB AND NURSING CENTER, LLC",SC,1970-08,304.25
MAGNOLIA MANOR - GREENVILLE,SC,1970-08,268.36
MAGNOLIA MANOR - GREENWOOD,SC,1970-08,272.8
MAGNOLIA MANOR - INMAN,SC,1970-08,524.67
MAGNOLIA MANOR - ROCK HILL,SC,1970-08,311.95
MAGNOLIA MANOR - SPARTANBURG,SC,1970-08,254.03
MANNA POST ACUTE,SC,1970-08,485.46
MARTHA FRANKS BAPTIST RETIREMENT CENTER,SC,1970-08,290.72
MCCORMICK POST ACUTE,SC,1970-08,317.63
MCCOY MEMORIAL NURSING CENTER,SC,1970-08,465.75
MEDFORD NURSING CENTER,SC,1970-08,366.75
MIDLANDS HEALTH & REHABILITATION CENTER,SC,1970-08,267.04
MILLENNIUM POST ACUTE REHABILITATION,SC,1970-08,487.67
MORRELL NURSING CENTER,SC,1970-08,545.75
MOUNTAINVIEW NURSING HOME,SC,1970-08,464.02
MUSC HEALTH CHESTER NURSING CENTER,SC,1970-08,209
MUSC HEALTH MULLINS NURSING HOME,SC,1970-08,227.25
MYRTLE BEACH MANOR,SC,1970-08,152.75
NHC HEALTHCARE -  ANDERSON,SC,1970-08,1024.75
NHC HEALTHCARE - BLUFFTON,SC,1970-08,308.25
NHC HEALTHCARE - CHARLESTON,SC,1970-08,307.5
NHC HEALTHCARE - CLINTON,SC,1970-08,453.5
NHC HEALTHCARE - GARDEN CITY,SC,1970-08,496.5
NHC HEALTHCARE - GREENVILLE,SC,1970-08,613.75
NHC HEALTHCARE - GREENWOOD,SC,1970-08,477.5
NHC HEALTHCARE - LAURENS,SC,1970-08,518.25
NHC HEALTHCARE - LEXINGTON,SC,1970-08,672
NHC HEALTHCARE - MAULDIN,SC,1970-08,651.25
NHC HEALTHCARE - NORTH AUGUSTA,SC,1970-08,730.25
NHC HEALTHCARE - PARKLANE,SC,1970-08,590.25
NHC HEALTHCARE - SUMTER,SC,1970-08,454.75
OAK HARBOR HEALTHCARE,SC,1970-08,420.3
OAK HOLLOW OF SUMTER REHABILITATION CENTER,SC,1970-08,134.66
OAK VIEW HEALTH AND REHABILITATION,SC,1970-08,445.08
OAKBROOK HEALTH AND REHABILITATION CENTER,SC,1970-08,252.43
OAKHAVEN NURSING CENTER,SC,1970-08,305
OAKS HEALTHCARE,SC,1970-08,309.57
OPUS POST ACUTE REHABILITATION,SC,1970-08,358.24
PATEWOOD POST ACUTE,SC,1970-08,451.03
PEACHTREE CENTRE,SC,1970-08,361.25
PHYSICAL REHABILITATION AND WELLNESS CENTER OF SPA,SC,1970-08,351.45
PIEDMONT POST-ACUTE,SC,1970-08,318.32
POCOTALIGO RIVER HEALTH AND REHAB,SC,1970-08,331
POWDERSVILLE POST-ACUTE,SC,1970-08,174.94
PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA- CLINTO,SC,1970-08,52.75
PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-FLORENC,SC,1970-08,145.75
PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-SUMMERV,SC,1970-08,183
PRESBYTERIAN HOME OF SC - FOOTHILLS,SC,1970-08,114
PRESBYTERIAN HOME OF SOUTH CAROLINA-COLUMBIA,SC,1970-08,79.75
PRINCE GEORGE HEALTHCARE CENTER,SC,1970-08,424.03
PROMEDICA SKILLED NURSING AND REH- GREENVILLE WEST,SC,1970-08,310.06
PRUITTHEALTH - PICKENS,SC,1970-08,98.75
PRUITTHEALTH- AIKEN,SC,1970-08,569
