PROVIDER_NAME,STATE,MONTH,NURSE_HOURS_TO_PATIENT_RATIO,OCCUPANCY_RATE_PCT
SMYRNA CARE CENTER,TN,1970-08,3.68,78.40
SODDY-DAISY HEALTH CARE CENTER,TN,1970-08,3.32,64.93
SOMERFIELD AT THE HERITAGE,TN,1970-08,5.07,83.33
SOUTHERN TENN MEDICAL CENTER SNF,TN,1970-08,6.43,43.48
SPRING CITY CARE AND REHABILITATION CENTER,TN,1970-08,3.46,57.97
SPRING GATE REHAB & HEALTHCARE CENTER,TN,1970-08,4,63.59
STANDING STONE CARE AND REHAB,TN,1970-08,3.54,73.91
STARR REGIONAL HEALTH & REHABILITATION,TN,1970-08,4.17,70.45
"STONES RIVER MANOR, INC",TN,1970-08,6.87,93.33
SUMMIT VIEW OF ROCKY TOP,TN,1970-08,2.25,71.79
TENNESSEE VETERANS HOME,TN,1970-08,4.85,72.86
TENNOVA LAFOLLETTE HEALTH AND REHAB CENTER,TN,1970-08,3.15,51.02
TENNOVA NEWPORT CONVALESCENT CENTER,TN,1970-08,3.24,85.71
THE HEALTH CENTER AT RICHLAND PLACE,TN,1970-08,4.47,86.92
THE KINGS DAUGHTERS AND SONS,TN,1970-08,4.65,91.67
THE MEADOWS,TN,1970-08,3.84,84.96
THE RESERVE AT SPRING HILL,TN,1970-08,4.93,79.41
THE SUITES AT JORDAN RIVER,TN,1970-08,4.02,148.33
THE VILLAGE AT GERMANTOWN,TN,1970-08,6.41,94.55
"THE WATERS OF CHEATHAM, LLC",TN,1970-08,3.31,78.75
"THE WATERS OF CLINTON, LLC",TN,1970-08,3.71,60.00
"THE WATERS OF GALLATIN, LLC",TN,1970-08,3.5,62.90
"THE WATERS OF JOHNSON CITY, LLC",TN,1970-08,3.36,83.33
"THE WATERS OF ROAN HIGHLANDS,LLC",TN,1970-08,3.27,93.75
"THE WATERS OF SHELBYVILLE, LLC",TN,1970-08,3.57,79.17
"THE WATERS OF SMYRNA, LLC",TN,1970-08,2.88,83.52
THE WATERS OF SPRINGFIELD LLC,TN,1970-08,3.14,74.24
"THE WATERS OF UNION CITY , LLC",TN,1970-08,3.42,71.25
"THE WATERS OF WINCHESTER, LLC",TN,1970-08,3.87,53.79
"TRENTON HEALTH AND REHABILITATION CENTER, LLC",TN,1970-08,4.2,86.00
TREVECCA CENTER FOR REHABILITATION AND HEALING LLC,TN,1970-08,3.63,93.33
TRI STATE HEALTH AND REHABILITATION CENTER,TN,1970-08,3.54,77.59
VIVIANT HEALTHCARE OF CHATTANOOGA,TN,1970-08,4.65,37.80
W D BILL MANNING TENNESSEE STATE VETERANS HOME,TN,1970-08,4.92,85.71
WATERS OF BRISTOL A REHABILITATION AND NURSING,TN,1970-08,3.67,77.50
"WATERS OF GAINESBORO, LLC",TN,1970-08,3.66,56.25
WATERS OF MCKENZIE A REHABILITATION & NURSING CTR,TN,1970-08,3.69,63.64
WATERS OF MEMPHIS A REHABILITATION & NURSING CTR,TN,1970-08,3,85.56
WATERS OF SWEETWATER A REHABILITATION & NURSING,TN,1970-08,4.81,72.22
WAYNESBORO HEALTH AND REHABILITATION CENTER,TN,1970-08,3.62,50.46
WEAKLEY COUNTY NURSING HOME,TN,1970-08,3.39,48.92
WELLPARK AT SHANNONDALE,TN,1970-08,4.15,93.33
WEST HILLS HEALTH AND REHAB,TN,1970-08,3.49,53.09
WEST MEADE PLACE,TN,1970-08,4.56,75.00
WESTMORELAND CARE & REHAB CTR,TN,1970-08,3.46,92.00
WESTMORELAND HEALTH AND REHABILITATION CENTER,TN,1970-08,3.56,67.57
"WEXFORD HOUSE, THE",TN,1970-08,4.29,47.13
WHARTON NURSING HOME,TN,1970-08,4.9,75.81
WHITE HOUSE HEALTH CARE INC,TN,1970-08,5.06,73.81
WHITES CREEK WELLNESS AND REHABILITATION CENTER,TN,1970-08,3.87,89.76
WILLOW BRANCH HEALTH AND REHABILITATION,TN,1970-08,3.61,51.43
WILLOW RIDGE CENTER,TN,1970-08,3.56,88.31
WOOD PRESBYTERIAN HOME,TN,1970-08,3.22,73.03
WOODBURY HEALTH AND REHABILITATION CENTER,TN,1970-08,3.77,95.12
WOODCREST AT BLAKEFORD,TN,1970-08,5.65,66.27
WYNDRIDGE HEALTH AND REHAB CTR,TN,1970-08,5.09,49.68
ACCEL AT COLLEGE STATION,TX,1970-08,3.17,78.45
ACCEL AT WILLOW BEND,TX,1970-08,4.07,61.82
ADVANCED HEALTH & REHAB CENTER OF GARLAND,TX,1970-08,2.75,91.37
ADVANCED REHABILITATION & HEALTHCARE OF BURLESON,TX,1970-08,2.22,82.64
ADVANCED REHABILITATION & HEALTHCARE OF LIVE OAK,TX,1970-08,3.64,84.55
ADVANCED REHABILITATION AND HEALTHCARE OF ATHENS,TX,1970-08,3.96,80.83
ADVANCED REHABILITATION AND HEALTHCARE OF BOWIE,TX,1970-08,3.04,81.67
ADVANCED REHABILITATION AND HEALTHCARE OF VERNON,TX,1970-08,0.64,88.33
ADVANCED REHABILITATION AND HEALTHCARE OF WICHITA,TX,1970-08,3.71,92.78
AFTON OAKS NURSING CENTER,TX,1970-08,2.56,66.86
ALAMEDA OAKS NURSING CENTER,TX,1970-08,3.6,30.82
ALFREDO GONZALEZ TEXAS STATE VETERANS HOME,TX,1970-08,3.88,104.83
ALLEGIANT WELLNESS AND REHAB,TX,1970-08,4.24,68.33
ALTA VISTA REHABILITATION AND HEALTHCARE,TX,1970-08,3.38,80.00
ALVARADO LTC PARTNERS INC,TX,1970-08,1.99,53.04
AMARILLO CENTER FOR SKILLED CARE,TX,1970-08,3.49,58.20
AMBROSIO GUILLEN TEXAS STATE VETERANS HOME,TX,1970-08,4.05,93.13
AMISTAD NURSING AND REHABILITATION CENTER,TX,1970-08,3.11,42.00
ANDERSON NURSING CENTER,TX,1970-08,3.72,42.11
APEX SECURE CARE BROWNFIELD,TX,1970-08,2.27,68.52
ARAPAHO REHABILITATION AND CARE CENTER,TX,1970-08,2.81,36.43
ARBOR GRACE GUEST CARE CENTER,TX,1970-08,3.21,59.06
ARBOR GRACE WELLNESS CENTER,TX,1970-08,2.65,53.75
ARBOR HILLS REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,3.04,90.00
ARBOR LAKE NURSING & REHABILITATION LLC,TX,1970-08,2.95,67.48
ARBOR TERRACE HEALTHCARE CENTER,TX,1970-08,3.84,58.73
ARBORETUM NURSING AND REHABILITATION CENTER OF WIN,TX,1970-08,2.55,71.67
ARBROOK PLAZA,TX,1970-08,2.83,79.17
ARDEN PLACE OF RICHLAND HILLS,TX,1970-08,2.78,80.70
ARDEN WOOD,TX,1970-08,3.91,60.92
ARLINGTON HEIGHTS HEALTH AND REHABILITATION CENTER,TX,1970-08,3.53,63.33
ARLINGTON RESIDENCE AND REHABILITATION CENTER,TX,1970-08,3.22,73.73
ASBURY CARE CENTER OF ALAMO,TX,1970-08,4.13,29.54
ASHFORD GARDENS,TX,1970-08,3.47,61.39
ASHFORD HALL,TX,1970-08,4.2,54.85
ASHTON MEDICAL LODGE,TX,1970-08,4.1,90.28
AUSTIN WELLNESS & REHABILITATION,TX,1970-08,2.93,83.33
AUTUMN LEAVES,TX,1970-08,5.47,32.00
AUTUMN LEAVES NURSING AND REHAB INC,TX,1970-08,3.13,66.40
AUTUMN WINDS LIVING & REHABILITATION,TX,1970-08,2.88,65.63
AVALON PLACE KIRBYVILLE,TX,1970-08,4.02,37.72
AVANTE REHABILITATION CENTER,TX,1970-08,4.15,60.83
AZALEA HEIGHTS,TX,1970-08,2.55,64.17
AZALEA TRAIL NURSING AND REHABILITATION CENTER,TX,1970-08,3.67,63.16
AZLE MANOR HEALTH CARE AND REHABILITATION,TX,1970-08,2.11,74.65
BALCH SPRINGS NURSING HOME,TX,1970-08,2.58,55.00
BALLINGER HEALTHCARE AND REHABILITATION CENTER,TX,1970-08,2.8,46.02
BANDERA NURSING & REHABILITATION,TX,1970-08,2.91,76.27
BANGS NURSING AND REHABILITATION,TX,1970-08,2.76,70.83
BARTON VALLEY REHABILITATION AND HEALTHCARE CENTE,TX,1970-08,3.41,72.22
BASTROP LOST PINES NURSING AND REHABILITATION CENT,TX,1970-08,3.18,75.83
BAY RIDGE HEALTHCARE CENTER,TX,1970-08,3.24,65.52
BAY VILLA HEALTHCARE CENTER,TX,1970-08,2.51,49.52
BAYBROOKE VILLAGE CARE AND REHAB CENTER,TX,1970-08,3.58,70.31
BAYLOR SCOTT & WHITE CONTINUING CARE HOSPITAL SKIL,TX,1970-08,7.37,100.00
BAYOU MANOR,TX,1970-08,7.97,75.68
BAYOU PINES CARE CENTER,TX,1970-08,3.93,74.17
BAYWIND VILLAGE SKILLED NURSING & REHAB,TX,1970-08,5.64,85.05
BAYWOOD CROSSING REHABILITATION & HEALTHCARE CENTE,TX,1970-08,3.04,91.94
BEACON HARBOR HEALTHCARE AND REHABILITATION,TX,1970-08,3.77,67.89
BEACON HILL,TX,1970-08,3.75,61.33
BEAR CREEK NURSING AND REHABILITATION,TX,1970-08,3.24,67.00
BEAUMONT HEALTH CARE CENTER,TX,1970-08,3.26,68.29
BEAUMONT NURSING AND REHABILITATION,TX,1970-08,3.54,39.17
BEDFORD WELLNESS & REHABILITATION,TX,1970-08,3.25,80.72
BEL AIR AT TERAVISTA,TX,1970-08,3.17,101.02
BELTERRA HEALTH & REHAB,TX,1970-08,3.83,88.35
BELTLINE HEALTHCARE CENTER,TX,1970-08,4.32,17.50
BENBROOK NURSING & REHABILITATION CENTER,TX,1970-08,2.34,63.48
BENDER TERRACE OF LUBBOCK,TX,1970-08,2.98,42.50
BERTRAM NURSING AND REHABILITATION,TX,1970-08,3.53,59.46
BETHANY SENIOR LIVING,TX,1970-08,3.23,73.08
BIG SPRING CENTER FOR SKILLED CARE,TX,1970-08,2.66,61.67
BIRCHWOOD NURSING AND REHABILITATION,TX,1970-08,3.56,46.00
BIRCHWOOD OF BEAUMONT,TX,1970-08,3.02,52.34
BIRCHWOOD OF BEEVILLE,TX,1970-08,3.38,55.83
BIRCHWOOD OF GOLFCREST,TX,1970-08,3.56,63.00
BIRCHWOOD OF GRAPEVINE,TX,1970-08,3.71,67.46
BLUEBONNET NURSING AND REHABILITATION,TX,1970-08,3.48,34.17
BLUEBONNET POINT WELLNESS,TX,1970-08,4.03,88.24
BLUEBONNET REHAB AT ENNIS,TX,1970-08,3.24,48.53
BONNE VIE,TX,1970-08,2.73,92.14
BORGER HEALTHCARE CENTER,TX,1970-08,3.59,31.82
BRADY WEST REHAB & NURSING,TX,1970-08,3.16,33.96
BRAZOS VALLEY CARE HOME,TX,1970-08,2.91,60.61
BREMOND NURSING AND REHABILITATION CENTER,TX,1970-08,3.16,26.83
BRENHAM NURSING AND REHABILITATION CENTER,TX,1970-08,3.09,96.88
BRENTWOOD PLACE FOUR,TX,1970-08,3.26,88.89
BRENTWOOD PLACE ONE,TX,1970-08,2.4,82.50
BRENTWOOD PLACE THREE,TX,1970-08,2.64,85.83
BRENTWOOD PLACE TWO,TX,1970-08,2.14,89.17
BRENTWOOD TERRACE HEALTHCARE AND REHABILITATION,TX,1970-08,3.57,62.18
BRIARCLIFF HEALTH CENTER,TX,1970-08,5.09,54.78
BRIARCLIFF HEALTH CENTER OF GREENVILLE,TX,1970-08,3.36,70.83
BRIARCLIFF NURSING AND REHABILITATION CENTER,TX,1970-08,3.56,77.32
BRIARCLIFF SKILLED NURSING FACILITY,TX,1970-08,3.49,82.42
BRIDGECREST REHABILITATION SUITES,TX,1970-08,3.37,62.31
BRIDGEPORT MEDICAL LODGE,TX,1970-08,3.36,67.76
BRIGHTON SENIOR LIVING AT REGENCY VILLAGE,TX,1970-08,3.53,57.38
BRIGHTPOINTE AT LYTLE LAKE,TX,1970-08,3.28,78.33
BRODIE RANCH NURSING AND REHABILITATION CENTER,TX,1970-08,2.73,75.00
BRONTE HEALTH AND REHAB CENTER,TX,1970-08,3.95,69.09
BROOKDALE GALLERIA,TX,1970-08,4.68,80.36
BROOKDALE LAKEWAY SNF,TX,1970-08,3.82,80.61
BROOKDALE TRINITY TOWERS,TX,1970-08,4.99,66.67
BROOKDALE WESTLAKE HILLS,TX,1970-08,5.44,64.44
BROOKHAVEN NURSING AND REHABILITATION CENTER,TX,1970-08,3.08,56.67
BROWNFIELD REHABILITATION AND CARE CENTER,TX,1970-08,3.37,48.15
BROWNSVILLE NURSING AND REHABILITATION CENTER,TX,1970-08,2.97,93.33
BROWNWOOD NURSING AND REHABILITATION,TX,1970-08,2.34,55.47
BRUSH COUNTRY NURSING AND REHABILITATION,TX,1970-08,3.59,67.80
BUCKNER WESTMINSTER PLACE,TX,1970-08,4.64,110.00
BUENA VIDA NURSING AND REHAB ODESSA,TX,1970-08,2.77,65.81
BUENA VIDA NURSING AND REHAB-SAN ANTONIO,TX,1970-08,2.26,28.38
BURLESON MANOR,TX,1970-08,3.49,40.18
BURLESON NURSING AND REHABILITATION CENTER,TX,1970-08,3.44,50.83
C C YOUNG MEMORIAL HOME,TX,1970-08,4.43,91.47
CALDER WOODS,TX,1970-08,6.39,71.74
CAMBRIDGE HEALTH AND REHABILITATION CENTER,TX,1970-08,3.16,83.90
CAMBRIDGE LTC PARTNERS INC,TX,1970-08,3.17,42.11
CANTON OAKS,TX,1970-08,3.53,60.83
CAPROCK NURSING & REHABILITATION,TX,1970-08,2.37,57.50
CAPSTONE HEALTHCARE ESTATES AT VETERANS MEMORIAL,TX,1970-08,4.59,83.33
CAPSTONE HEALTHCARE ESTATES ON OREM,TX,1970-08,5.14,75.83
CAPSTONE HEALTHCARE OF PERRYTON,TX,1970-08,4.71,30.00
CARADAY MESQUITE,TX,1970-08,2.92,34.23
CARADAY OF FT. WORTH,TX,1970-08,3.66,29.43
CARADAY OF HOUSTON,TX,1970-08,4.22,21.33
CARADAY OF LAMPASAS,TX,1970-08,2.91,73.68
CARADAY OF MOUNT VERNON,TX,1970-08,3.41,33.68
CARADAY OF QUITMAN,TX,1970-08,2.76,26.28
CARE CHOICE OF BOERNE,TX,1970-08,2.24,70.27
CARE INN OF LA GRANGE,TX,1970-08,3.02,39.80
CARE NURSING & REHABILITATION,TX,1970-08,2.27,55.67
CARILLON INC,TX,1970-08,5.11,72.86
CARRARA,TX,1970-08,4.2,83.04
CARRIAGE HOUSE MANOR,TX,1970-08,3.57,59.03
CARROLLTON HEALTH AND REHABILITATION CENTER,TX,1970-08,3.04,60.83
CARTHAGE HEALTHCARE CENTER,TX,1970-08,3.51,43.27
CASA AZUL SKILLED NURSING AND REHABILITATION,TX,1970-08,5.94,67.20
CASCADES AT GALVESTON,TX,1970-08,3.36,42.00
CASCADES AT JACINTO REHAB LP,TX,1970-08,2.51,49.32
CASCADES AT PORT ARTHUR,TX,1970-08,3.72,60.00
CASCADES AT SENIOR REHAB,TX,1970-08,3.15,36.18
CASS VALLEY HEALTHCARE CENTER,TX,1970-08,3.14,52.70
CASTLE HILLS REHABILITATION AND CARE CENTER,TX,1970-08,3.29,32.87
CASTLE PINES HEALTH AND REHABILITATION,TX,1970-08,2.59,81.67
CEDAR CREEK NURSING AND REHABILITATION CENTER,TX,1970-08,3.86,54.84
CEDAR HILL HEALTHCARE CENTER,TX,1970-08,3.07,78.18
CEDAR HILLS GERIATRIC CENTER,TX,1970-08,2.82,81.40
CEDAR HOLLOW REHABILITATION CENTER,TX,1970-08,3.69,59.86
CEDAR LAKE NURSING HOME,TX,1970-08,5.18,48.89
CEDAR MANOR NURSING AND REHABILITATION CENTER,TX,1970-08,2.46,32.53
CEDAR POINTE HEALTH AND WELLNESS CENTER,TX,1970-08,3.1,90.98
CEDAR RIDGE REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,2.99,79.63
"CENTER AT ZARAGOZA, LLC",TX,1970-08,4.76,83.75
CENTRAL TEXAS NURSING & REHABILITATION,TX,1970-08,4.09,50.85
CHAMPIONS HEALTHCARE AT WILLOWBROOK,TX,1970-08,5.44,69.39
CHANDLER NURSING CENTER,TX,1970-08,3.99,61.11
CHELSEA GARDENS,TX,1970-08,4.21,58.33
CHEROKEE ROSE NURSING AND REHABILITATION,TX,1970-08,2.29,52.94
CHEROKEE TRAILS NURSING HOME,TX,1970-08,3.89,35.00
CHEYENNE MEDICAL LODGE,TX,1970-08,3.33,85.61
CHILDRESS HEALTHCARE CENTER,TX,1970-08,2.41,31.67
CHISOLM TRAIL NURSING AND REHABILITATION CENTER,TX,1970-08,3.44,75.00
CHRISTIAN CARE CENTER,TX,1970-08,3.79,46.49
CHRISTIAN CARE CENTER,TX,1970-08,3.55,40.00
CIBOLO CREEK,TX,1970-08,3.81,66.67
CIMARRON PARK NURSING AND REHABILITATION CENTER,TX,1970-08,3.11,100.81
CIMARRON PLACE HEALTH & REHABILITATION CENTER,TX,1970-08,3.07,65.00
CISCO NURSING & REHABILITATION,TX,1970-08,3.58,43.75
CITY OF ENNIS DBA BROADMOOR MEDICAL LODGE,TX,1970-08,3.43,53.57
CITYVIEW NURSING AND REHABILITATION CENTER,TX,1970-08,3.94,83.33
CLARENDON NURSING HOME,TX,1970-08,2.72,96.72
CLAREWOOD HOUSE EXTENDED CARE CENTER,TX,1970-08,4.06,68.33
CLARKSVILLE NURSING HOME,TX,1970-08,4.52,31.06
CLEVELAND HEALTH CARE CENTER,TX,1970-08,3.36,56.34
CLYDE NURSING CENTER,TX,1970-08,2.59,85.42
CLYDE W COSPER TEXAS STATE VETERANS HOME,TX,1970-08,3.89,96.88
COASTAL PALMS NURSING & REHABILITATION,TX,1970-08,1.81,75.26
COLDWATER MANOR,TX,1970-08,6.14,56.25
COLEMAN HEALTHCARE CENTER,TX,1970-08,3.51,51.85
COLLEGE PARK REHABILITATION AND CARE CENTER,TX,1970-08,2.82,81.67
COLLEGE STREET HEALTH CARE CENTER,TX,1970-08,3.15,70.00
COLLINWOOD NURSING AND REHABILITATION,TX,1970-08,3.47,55.00
COLONIAL BELLE NURSING HOME,TX,1970-08,2.99,49.41
COLONIAL BELLE NURSING HOME SEALY,TX,1970-08,3.24,44.44
COLONIAL MANOR ADVANCED REHAB & HEALTHCARE,TX,1970-08,3.81,94.31
COLONIAL MANOR CARE CENTER,TX,1970-08,2.72,79.87
COLONIAL MANOR NURSING CENTER,TX,1970-08,3.38,61.31
COLONIAL NURSING & REHABILITATION CENTER,TX,1970-08,3.13,78.89
COLONIAL PINES HEALTHCARE CENTER,TX,1970-08,2.72,55.14
COLUMBUS OAKS HEALTHCARE COMMUNITY,TX,1970-08,2.89,54.74
COMFORT NURSING AND REHABILITATION CENTER,TX,1970-08,3.25,40.79
COMMUNITY CARE CENTER OF HONDO,TX,1970-08,3.33,72.00
CONCHO HEALTH & REHABILITATION CENTER,TX,1970-08,2.93,59.09
CONROE HEALTH CARE CENTER,TX,1970-08,3.82,71.30
CONTINUING CARE AT EAGLES TRACE,TX,1970-08,4.84,90.91
CONTINUING CARE AT HIGHLAND SPRINGS,TX,1970-08,4.54,97.73
COON MEMORIAL HOME,TX,1970-08,3.51,54.32
COPPERAS COVE LTC PARTNERS INC,TX,1970-08,2.99,57.72
COPPERAS HOLLOW NURSING & REHABILITATION CENTER,TX,1970-08,3.14,47.78
COPPERFIELD HEALTHCARE AND REHABILITATION,TX,1970-08,2.93,83.06
CORAL REHABILITATION AND NURSING OF ARLINGTON,TX,1970-08,3.11,33.82
CORAL REHABILITATION AND NURSING OF AUSTIN,TX,1970-08,3.62,43.95
CORAL REHABILITATION AND NURSING OF MCGREGOR,TX,1970-08,3.49,35.48
CORAL REHABILITATION AND NURSING OF WACO,TX,1970-08,3.24,25.25
CORINTH REHABILITATION SUITES ON THE PARKWAY,TX,1970-08,3.55,47.76
CORNERSTONE GARDENS LLP,TX,1970-08,4.77,61.54
CORNERSTONE RETIREMENT COMMUNITY,TX,1970-08,4.13,87.50
CORONADO AT STONE OAK,TX,1970-08,2.68,94.64
CORONADO HEALTHCARE CENTER,TX,1970-08,3.09,31.67
CORONADO NURSING CENTER,TX,1970-08,2.85,41.49
CORPUS CHRISTI NURSING AND REHABILITATION CENTER,TX,1970-08,3.62,82.50
CORRIGAN LTC PARTNERS INC,TX,1970-08,3.82,54.65
CORYELL HEALTH REHABLIVING AT THE MEADOWS,TX,1970-08,3.67,95.28
COTTONWOOD CREEK HEALTHCARE COMMUNITY,TX,1970-08,3.96,33.02
COTTONWOOD NURSING AND REHABILITATION,TX,1970-08,4.08,63.33
COUNTRY CARE MANOR,TX,1970-08,3.13,92.31
COUNTRY MEADOWS NURSING & REHABILITATION CENTER,TX,1970-08,4.09,42.71
COUNTRY TRAILS WELLNESS & REHABILITATION CENTER,TX,1970-08,3.49,55.83
COUNTRY VIEW LIVING,TX,1970-08,3.89,94.44
COUNTRY VIEW NURSING AND REHABILITATION,TX,1970-08,2.41,34.78
COUNTRY VILLAGE CARE,TX,1970-08,3.58,77.94
COURTYARD NURSING AND REHABILITATION,TX,1970-08,4.43,57.50
CREEKSIDE TERRACE REHABILITATION,TX,1970-08,3.51,83.33
CREEKSIDE VILLAGE,TX,1970-08,3.65,48.74
CRESTVIEW COURT,TX,1970-08,3.56,68.80
CRESTVIEW HEALTHCARE RESIDENCE,TX,1970-08,3.09,51.56
CRESTVIEW RETIREMENT COMMUNITY,TX,1970-08,5.12,81.25
CRESTWOOD HEALTH AND REHABILITATION CENTER,TX,1970-08,3.62,53.85
CRIMSON HEIGHTS HEALTH & WELLNESS,TX,1970-08,2.94,86.44
CROCKETT COUNTY CARE CENTER,TX,1970-08,6.17,66.07
CROSBYTON NURSING AND REHABILITATION CENTER,TX,1970-08,3.03,49.06
CROSS COUNTRY HEALTHCARE CENTER,TX,1970-08,3.83,52.13
CROSS TIMBERS REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,3.13,76.67
CROSSROADS NURSING & REHABILITATION,TX,1970-08,3.17,72.50
CROWELL NURSING CENTER,TX,1970-08,2.9,64.18
CROWLEY NURSING AND REHABILITATION,TX,1970-08,2.9,79.17
CROWN POINT HEALTH SUITES,TX,1970-08,5.48,92.59
CUERO NURSING AND REHABILITATION CENTER,TX,1970-08,3.55,61.67
CYPRESS CREEK REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,3.17,86.89
CYPRESS HEALTHCARE AND REHABILITATION CENTER,TX,1970-08,2.73,52.30
CYPRESS POINTE HEALTH & WELLNESS,TX,1970-08,3.21,87.10
CYPRESS WOODS CARE CENTER,TX,1970-08,2.64,60.00
DAYTON NURSING AND REHABILITATION,TX,1970-08,4.47,53.33
DECATUR MEDICAL LODGE,TX,1970-08,3.05,79.03
DEER CREEK OF WIMBERLEY,TX,1970-08,3.06,68.93
DEERBROOK SKILLED NURSING AND REHAB CENTER,TX,1970-08,3.39,70.97
DEERINGS NURSING AND REHABILITATION LP,TX,1970-08,2.67,56.88
DEL RIO NURSING AND REHABILITATION CENTER,TX,1970-08,2.66,63.33
DELEON NURSING AND REHABILITATION,TX,1970-08,2.6,43.88
DENISON NURSING AND REHAB,TX,1970-08,3.29,30.99
DENTON REHABILITATION AND NURSING CENTER,TX,1970-08,3.55,36.22
"DESOTO LTC PARTNERS, INC",TX,1970-08,3.25,67.27
DEVINE HEALTH & REHABILITATION,TX,1970-08,2.83,39.58
DFW NURSING & REHAB,TX,1970-08,2.64,73.47
DIBOLL NURSING AND REHAB,TX,1970-08,3.74,43.90
DISCOVERY VILLAGE AT SOUTHLAKE,TX,1970-08,3.99,75.61
DIVERSICARE OF LULING,TX,1970-08,3.09,72.22
DOGWOOD TRAILS MANOR,TX,1970-08,3.25,62.22
DOWNTOWN HEALTH AND REHABILITATION CENTER,TX,1970-08,2.27,65.22
DUNCANVILLE HEALTHCARE AND REHABILITATION CENTER,TX,1970-08,3.76,69.35
EAGLE CREST RAPID RECOVERY,TX,1970-08,2.6,59.20
EAGLE PASS NURSING AND REHABILITATION,TX,1970-08,3.23,52.63
EAST VIEW HEALTHCARE,TX,1970-08,3.04,74.40
EBONY LAKE NURSING AND REHABILITATION CENTER,TX,1970-08,3.63,64.75
EDEN HOME,TX,1970-08,4.06,47.28
EDGEWOOD MANOR,TX,1970-08,3.61,45.45
EDGEWOOD REHABILITATION AND CARE CENTER,TX,1970-08,3.31,47.18
EDINBURG NURSING AND REHABILITATION CENTER,TX,1970-08,3.28,76.67
EL PASO HEALTH & REHABILITATION CENTER,TX,1970-08,3.74,51.33
ELECTRA HEALTHCARE CENTER,TX,1970-08,1.26,25.00
ELGIN NURSING AND REHABILITATION CENTER,TX,1970-08,2.5,75.00
ELKHART OAKS CARE CENTER,TX,1970-08,3.33,53.06
EMERALD HILLS REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,3.36,83.90
EMORY HEALTH AND REHAB,TX,1970-08,2.78,54.41
ENCHANTED ROCK SKILLED NURSING AND REHABILITATION,TX,1970-08,3.71,52.50
ENNIS CARE CENTER,TX,1970-08,3.7,48.39
EPIC NURSING & REHABILITATION,TX,1970-08,2.87,70.59
ESTATES AT SHAVANO PARK,TX,1970-08,3.2,58.04
ESTATES HEALTHCARE AND REHABILITATION CENTER,TX,1970-08,3.4,51.75
EVERGREEN HEALTHCARE CENTER,TX,1970-08,3.59,58.33
FAIR PARK HEALTH & REHABILITATION CENTER,TX,1970-08,3.17,28.07
FAIRFIELD NURSING & REHABILITATION CENTER,TX,1970-08,2.77,75.25
FAIRVIEW HEALTHCARE RESIDENCE,TX,1970-08,3.68,47.62
FAITH COMMUNITY NURSING & REHABILITATION,TX,1970-08,3.18,40.38
"FALCON LAKE NURSING HOME, LLC",TX,1970-08,3.8,55.93
FALCON POINT POST ACUTE,TX,1970-08,3.64,74.62
FALCON RIDGE REHABILITATION,TX,1970-08,3.32,64.29
FALL CREEK REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,3.86,73.81
FALLBROOK REHABILITATION AND CARE CENTER,TX,1970-08,3.87,27.72
FARMERSVILLE HEALTH AND REHABILITATION,TX,1970-08,2.89,89.19
FARWELL CARE AND REHABILITATION CENTER,TX,1970-08,4.07,46.67
FIVE POINTS AT LAKE HIGHLANDS NURSING AND REHAB,TX,1970-08,3.58,57.50
FIVE POINTS NURSING AND REHABILITATION,TX,1970-08,2.42,67.50
FIVE POINTS NURSING AND REHABILITATION,TX,1970-08,3.12,52.50
FOCUSED CARE AT ALLENBROOK,TX,1970-08,2.76,65.83
FOCUSED CARE AT BEECHNUT,TX,1970-08,2.78,80.82
FOCUSED CARE AT BRENHAM,TX,1970-08,2.85,56.45
FOCUSED CARE AT BURNET BAY,TX,1970-08,3.03,50.83
FOCUSED CARE AT CEDAR BAYOU,TX,1970-08,2.41,60.00
FOCUSED CARE AT CLARKSVILLE,TX,1970-08,2.88,49.17
FOCUSED CARE AT CRANE,TX,1970-08,3.34,61.82
FOCUSED CARE AT FORT STOCKTON,TX,1970-08,2.94,50.00
FOCUSED CARE AT HAMILTON,TX,1970-08,2.99,61.54
FOCUSED CARE AT HOGAN PARK,TX,1970-08,2.34,66.98
FOCUSED CARE AT HUMBLE,TX,1970-08,2.85,46.27
FOCUSED CARE AT HUNTSVILLE,TX,1970-08,2,65.91
FOCUSED CARE AT LAMESA,TX,1970-08,2.04,56.25
FOCUSED CARE AT LINDEN,TX,1970-08,3.08,29.01
FOCUSED CARE AT MIDLAND,TX,1970-08,2.24,78.30
FOCUSED CARE AT MOUNT PLEASANT,TX,1970-08,2.87,49.18
FOCUSED CARE AT ODESSA,TX,1970-08,2.55,72.00
FOCUSED CARE AT ORANGE,TX,1970-08,3.29,88.33
FOCUSED CARE AT PASADENA,TX,1970-08,2.67,65.60
FOCUSED CARE AT SHERMAN,TX,1970-08,2.38,67.24
FOCUSED CARE AT SUMMER PLACE,TX,1970-08,3.14,69.70
