PROVIDER_ID,PROVIDER_NAME,STATE,BASELINE_READMISSION_RATE,PERFORMANCE_READMISSION_RATE
185144,HOMESTEAD POST ACUTE,KY,0.16794,0.22527
265842,SSM HEALTH DEPAUL HOSPITAL - ANNA HOUSE,MO,0.22187,0.2253
375094,EMERALD CARE CENTER TULSA,OK,0.22322,0.22531
155777,CREASY SPRINGS HEALTH CAMPUS,IN,0.19731,0.22534
155248,BRICKYARD HEALTHCARE - BRENTWOOD CARE CENTER,IN,0.17754,0.22535
425380,LAKES AT LITCHFIELD,SC,0.2182,0.22536
145269,HOPE CREEK NURSING & REHAB,IL,0.18532,0.22536
165290,NORTH CREST LIVING CENTER,IA,0.18004,0.22537
175122,DELMAR GARDENS OF LENEXA,KS,0.195,0.22538
015464,"ASPIRE PHYSICAL RECOVERY CENTER AT HOOVER, LLC",AL,0.18043,0.22538
315101,COMPLETE CARE AT PLAINFIELD LLC,NJ,0.19064,0.22539
675356,WINDSOR NURSING AND REHABILITATION CENTER OF BASTR,TX,0.19421,0.22541
655000,GUAM MEMORIAL HOSPITAL AUTHORITY,GU,,0.22542
415084,ELMHURST REHABILITATION & HEALTHCARE CENTER,RI,0.20643,0.22543
675495,LAUREL COURT,TX,0.21374,0.22544
225366,HATHAWAY MANOR EXTENDED CARE,MA,0.17703,0.22545
676059,PARK MANOR OF WESTCHASE,TX,0.21696,0.22546
225137,DEXTER HOUSE HEALTHCARE,MA,0.208,0.22546
235402,THE VILLA AT GREAT LAKES CROSSING,MI,0.19225,0.22546
676363,REMARKABLE HEALTHCARE OF PRESTONWOOD,TX,0.18709,0.22547
366232,WESTOVER RETIREMENT COMMUNITY,OH,0.21614,0.22547
215329,BUCKINGHAM'S CHOICE,MD,0.20347,0.22547
315306,CAREONE AT NEW MILFORD,NJ,0.17296,0.22547
235187,MISSION POINT NSG PHY REHAB CTR OF MADISON HEIGHTS,MI,0.19383,0.22548
335022,SANDS POINT CENTER FOR HEALTH AND REHABILITATION,NY,0.20122,0.22548
675044,COLONIAL MANOR ADVANCED REHAB & HEALTHCARE,TX,0.2072,0.22549
235057,MAJESTIC CARE OF LIVONIA,MI,0.21749,0.22549
035270,SILVERWOOD POST ACUTE,AZ,0.18555,0.2255
235325,THE VILLA AT CITY CENTER,MI,0.21288,0.2255
105089,PEARL AT FORT LAUDERDALE REHABILITATION AND NURSIN,FL,0.1897,0.22551
315490,COMMUNITY MEDICAL CENTER TCU,NJ,0.24462,0.22552
105634,GULFSIDE HEALTH AND REHABILITATION CENTER,FL,,0.22552
105715,HAMPTON COURT NURSING AND REHABILITATION CENTER,FL,0.20678,0.22552
055210,THE TERRACES AT LOS ALTOS HEALTH FACILITY,CA,0.18617,0.22555
235716,WELLBRIDGE OF ROCHESTER HILLS,MI,0.1975,0.22555
145967,ELEVATE CARE COUNTRY CLUB HILL,IL,0.23359,0.22556
106144,APOPKA HEALTH AND REHABILITATION CENTER,FL,,0.22557
315144,MEDFORD LEAS,NJ,0.19954,0.22559
235377,VALLEY VIEW CARE CENTER,MI,0.18116,0.22561
145741,"CITADEL OF GLENVIEW,THE",IL,0.21071,0.22562
155426,SIGNATURE HEALTHCARE OF TERRE HAUTE,IN,0.19429,0.22563
365340,LEGACY BARBERTON,OH,0.19128,0.22563
235587,FOUNTAIN BLEU HEALTH AND REHABILITATION CENTER,MI,0.19577,0.22564
195497,RIVERVIEW CARE CENTER,LA,0.2133,0.22565
375362,SHANOAN SPRINGS NURSING AND REHABILITATION,OK,0.18543,0.22565
105442,HAINES CITY REHABILITATION AND NURSING CENTER,FL,0.20148,0.22568
265756,BETHESDA SOUTHGATE,MO,0.19409,0.22568
255336,JONES CO REST HOME,MS,0.21246,0.22572
195559,HESSMER NURSING AND REHABILITATION CENTER,LA,0.22581,0.22574
105518,WINTER GARDEN REHABILITATION AND NURSING CENTER,FL,0.19907,0.22574
225184,WEBSTER PARK REHABILITATION AND HEALTHCARE CENTER,MA,0.22686,0.22576
385195,AVAMERE REHABILITATION OF BEAVERTON,OR,0.20532,0.22576
055167,VERNON HEALTHCARE CENTER,CA,0.20909,0.22576
235238,EVANGELICAL HOME - SALINE,MI,0.18408,0.22578
055571,BUENA PARK NURSING CENTER,CA,0.18661,0.22583
345537,"PEAK RESOURCES-WILMINGTON, INC",NC,0.19398,0.2259
675982,PARK PLAZA NURSING AND REHABILITATION CENTER,TX,0.21234,0.22591
035110,SUN WEST CHOICE HEALTHCARE & REHAB,AZ,0.21026,0.22592
165435,"ACCURA HEALTHCARE OF SIOUX CITY, LLC",IA,0.18803,0.22596
015180,GADSDEN HEALTH AND REHAB CENTER,AL,0.21169,0.22598
515159,EAGLE POINTE HEALTHCARE CENTER,WV,0.20115,0.22599
105528,"TERRACE OF ST CLOUD, THE",FL,0.21735,0.226
395671,SOUTHMONT OF PRESBYTERIAN SENIORCARE,PA,0.22266,0.22601
375512,MITCHELL CARE & REHAB CENTER,OK,0.18946,0.22601
555179,NORTH POINT HEALTHCARE & WELLNESS CENTRE LP,CA,0.19362,0.22601
225739,DWYER HOME,MA,0.19085,0.22602
315381,AUTUMN LAKE HEALTHCARE AT OLD BRIDGE,NJ,0.20605,0.22604
185159,FRANKFORT TRAILS,KY,0.2141,0.22604
045465,"APPLE CREEK HEALTH AND REHAB, LLC",AR,0.16415,0.22605
145893,HARMONY PALOS,IL,0.1868,0.22605
155220,DYER NURSING AND REHABILITATION CENTER,IN,0.21696,0.22607
675963,NORTH POINTE NURSING AND REHABILITATION,TX,,0.22609
395286,BROAD MOUNTAIN HEALTH AND REHABILITATION CENTER,PA,0.16832,0.2261
225682,OAK KNOLL HEALTHCARE CENTER,MA,0.20831,0.2261
335259,WATERVIEW HILLS REHABILITATION AND NURSING CENTER,NY,0.21899,0.22612
255309,CEDARS HEALTH CENTER,MS,0.18487,0.22617
265785,STONEBRIDGE CHILLICOTHE,MO,0.21282,0.22617
145982,"CITADEL OF NORTHBROOK, THE",IL,0.19306,0.22618
425407,THE LODGE AT WELLMORE- TEGA CAY,SC,0.20803,0.22618
195613,LEGACY AT ST CHRISTINA,LA,0.20306,0.22619
495213,BAYSIDE HEALTH & REHABILITATION CENTER,VA,0.20805,0.2262
045392,SPRING CREEK HEALTH & REHAB,AR,0.22061,0.22623
185341,GREEN ACRES HEALTHCARE,KY,0.21833,0.22624
185090,BELMONT TERRACE NURSING AND REHABILITATION CENTER,KY,0.20998,0.22624
675214,SOLIDAGO HEALTH AND REHABILITATION,TX,0.19522,0.22626
165536,I O O F HOME AND COMMUNITY THERAPY CENTER,IA,0.17579,0.22627
495246,WOODMONT CENTER,VA,0.21427,0.22628
225558,BEAR MOUNTAIN AT ANDOVER,MA,0.20371,0.2263
056166,MEADOW CREEK POST-ACUTE,CA,0.23911,0.2263
105437,CYPRESS COVE CARE CENTER,FL,0.18728,0.22633
115647,PRUITTHEALTH - DECATUR,GA,0.18439,0.22634
375253,CLINTON THERAPY & LIVING CENTER,OK,0.22123,0.22635
106027,AVANTE AT ORLANDO INC,FL,0.18521,0.22636
375418,SEMINOLE CARE AND REHABILITATION CENTER,OK,0.19835,0.22637
315271,AUTUMN LAKE HEALTHCARE AT MEMORIAL BRIDGE,NJ,0.20246,0.22638
676495,STARR COUNTY NURSING AND TRANSITIONAL CARE,TX,,0.22638
395687,YORK NURSING AND REHABILITATION CENTER,PA,0.17691,0.22639
315217,ARISTACARE AT NORWOOD TERRACE,NJ,0.16097,0.22639
265661,ST LUKE'S NURSING AND REHABILITATION,MO,0.19891,0.22644
295098,SAGE CREEK POST-ACUTE,NV,0.22999,0.22648
105729,CHIPOLA HEALTH AND REHABILITATION CENTER,FL,0.21718,0.22648
235669,MAPLE MANOR REHAB CENTER OF NOVI INC,MI,0.25188,0.2265
295052,LIFE CARE CENTER OF LAS VEGAS,NV,0.22997,0.22651
155809,GREY STONE HEALTH & REHABILITATION CENTER,IN,0.19413,0.22652
315058,AUTUMN LAKE HEALTHCARE AT SALEM COUNTY,NJ,0.21758,0.22653
295066,SILVER HILLS HEALTH CARE CENTER,NV,0.20929,0.22653
235613,MAPLE MANOR REHAB CENTER,MI,0.21335,0.22654
395206,SARAH REED SENIOR LIVING,PA,0.17944,0.22655
225318,MILL TOWN HEALTH AND REHABILITATION,MA,0.17844,0.22657
255316,THE GROVE,MS,0.20773,0.22657
396120,PHOEBE WYNCOTE,PA,0.23572,0.22657
495237,VIRGINIA BEACH HEALTHCARE AND REHAB CENTER,VA,0.20689,0.22658
675925,THE MILDRED & SHIRLEY L GARRISON GERIATRIC EDUCATI,TX,0.22646,0.22659
225394,WOBURN REHABILITATION AND NURSING CENTER,MA,0.21678,0.2266
315361,PREAKNESS HEALTHCARE CENTER,NJ,0.22509,0.22661
676050,FOCUSED CARE AT PASADENA,TX,0.19113,0.22663
105921,GARDENS COURT,FL,0.25839,0.22663
335143,MEADOW PARK REHABILITATION AND HEALTH CENTER L L C,NY,0.1656,0.22663
215326,AUTUMN LAKE HEALTHCARE AT SUMMIT PARK,MD,0.18495,0.22663
165271,WESTWOOD SPECIALTY CARE,IA,0.21029,0.22664
445452,AHC MCNAIRY COUNTY,TN,0.21431,0.22667
225337,CAPE HERITAGE REHABILITATION & HEALTH CARE CENTER,MA,0.25705,0.22668
325125,BEAR CANYON REHABILITATION CENTER,NM,0.21471,0.22669
215138,MARLEY NECK HEALTH AND REHABILITATION CENTER,MD,0.15835,0.2267
225290,HANNAH DUSTON HEALTHCARE CENTER,MA,0.21907,0.2267
515185,SENECA TRAIL HEALTHCARE CENTER,WV,0.19222,0.22671
225260,BLAIRE HOUSE OF MILFORD,MA,0.20047,0.22671
045313,THE BLOSSOMS AT CONWAY REHAB & NURSING CENTER,AR,0.20865,0.22672
335239,"CLOVE LAKES HEALTH CARE AND REHAB CENTER, INC",NY,0.20492,0.22673
155762,FOREST PARK HEALTH CAMPUS,IN,0.19988,0.22675
375322,PARKHILL NORTH NURSING HOME,OK,0.22587,0.22675
105776,PORT ORANGE NURSING AND REHAB CENTER,FL,0.19405,0.22676
185174,FLORENCE PARK CARE CENTER,KY,0.20139,0.22677
105635,MELBOURNE TERRACE REHABILITATION CENTER,FL,0.21989,0.22677
315519,SPRING HILLS POST ACUTE HAMILTON,NJ,0.23538,0.22677
555251,KNOLLS WEST POST ACUTE LLC,CA,0.19105,0.22677
056243,WESTERN SLOPE HEALTH CENTER,CA,0.1838,0.22678
265764,BETHESDA DILWORTH,MO,0.20888,0.22679
455748,ASHFORD HALL,TX,0.2003,0.22679
105801,JOSEPH L MORSE HEALTH CENTER INC THE,FL,0.21117,0.22681
396070,THE PINES AT PHILADELPHIA REHAB AND HEALTHCARE CTR,PA,0.25379,0.22682
415129,SUMMIT COMMONS REHABILITATION AND HEALTH CARE CNT,RI,0.23292,0.22683
675837,KRUSE VILLAGE SENIOR LIVING COMMUNITY,TX,0.23647,0.22685
455745,TIMBERWOOD NURSING AND REHABILITATION CENTER,TX,0.21296,0.22685
055146,NORTH VALLEY NURSING CENTER,CA,0.20608,0.22686
225481,VANTAGE HEALTH & REHAB OF NEW BEDFORD,MA,0.20638,0.22687
105644,ASPIRE AT FLETCHER,FL,0.18268,0.22688
675138,INSPIRATION HILLS REHABILITATION CENTER,TX,0.19868,0.2269
335821,ST CATHERINE OF SIENA NRSG AND REHAB CARE CENTER,NY,0.2181,0.22691
676476,THE HEIGHTS ON VALLEY RANCH,TX,,0.22692
175549,STRATFORD COMMONS REHAB & HEALTH CARE CENTER,KS,0.22043,0.22693
495216,STANLEYTOWN HEALTH AND REHABILITATION CENTER,VA,0.22607,0.22693
105229,"SANDS AT SOUTH BEACH CARE CENTER, THE",FL,0.21753,0.22693
375499,EMERALD CARE CENTER CLAREMORE,OK,0.22069,0.22694
145004,CRESCENT CARE OF ELGIN,IL,0.21105,0.22695
146053,ALIYA OF PALOS PARK,IL,0.19137,0.22696
175459,WHEATRIDGE PARK CARE CENTER,KS,0.21744,0.22696
365770,EMBASSY OF CAMBRIDGE,OH,0.17473,0.22698
146091,MANOR COURT OF PERU,IL,0.21461,0.22699
075334,VERNON  REHABILITATION AND HEALTHCARE CENTER,CT,0.20957,0.22699
045304,"BEEBE RETIREMENT CENTER, INC.",AR,0.22323,0.227
146059,"GROVE HEALTH & REHAB CTR, THE",IL,0.22912,0.22701
055185,GARDEN CITY HEALTHCARE CENTER,CA,0.21165,0.22701
105939,PALMETTO SUBACUTE CARE CENTER,FL,0.19517,0.22701
055635,BRANDEL MANOR,CA,0.19024,0.22701
445445,CELINA HEALTH AND REHABILITATION CENTER,TN,0.18854,0.22705
195560,THE SUMMIT,LA,0.20756,0.22707
315129,DELLRIDGE HEALTH & REHABILITATION CENTER,NJ,0.20578,0.22707
175114,DIVERSICARE OF HUTCHINSON,KS,0.20148,0.22707
056488,SUNNYSIDE NURSING CENTER,CA,0.19406,0.22708
105979,SOLARIS HEALTHCARE COCONUT CREEK,FL,0.21767,0.22708
106124,PRUITTHEALTH - FLEMING ISLAND,FL,0.23082,0.22708
225412,MEDWAY COUNTRY MANOR SKILLED NURSING & REHABILITAT,MA,0.22416,0.22708
106095,CLUB HEALTHCARE AND REHABILITATION CENTER AT THE V,FL,0.20486,0.22709
315010,ELMORA HILLS HEALTH & REHABILITATION CENTER,NJ,0.19554,0.2271
015159,DIVERSICARE OF ONEONTA,AL,0.18245,0.22711
235578,FOUR SEASONS NURSING CENTER OF WESTLAND,MI,0.18205,0.22711
045267,LEGACY HEALTH AND REHABILITATION CENTER,AR,0.20417,0.22713
145607,AVANTARA PALOS HEIGHTS,IL,0.21428,0.22719
495333,HIGHLAND RIDGE REHAB CENTER,VA,0.23584,0.22721
425138,CHANDLER CREEK POST ACUTE,SC,0.193,0.22722
235657,REGENCY AT CANTON,MI,0.2183,0.22722
335212,THE VILLAGES OF ORLEANS HEALTH AND REHAB CENTER,NY,0.2032,0.22723
045327,RIDGECREST HEALTH AND REHABILITATION,AR,0.2076,0.22724
085034,BREAKWATER VILLAGE,DE,0.177,0.22724
175470,QUAKER HILL MANOR,KS,0.22548,0.22724
145350,"PEARL OF ROLLING MEADOWS,THE",IL,0.24106,0.22725
265339,ALPINE BREEZE HEALTH AND WELLNESS,MO,0.21712,0.22725
235452,REGENCY HEIGHTS-DETROIT,MI,0.22912,0.22725
345499,LITCHFORD FALLS HEALTHCARE & REHABILITATION CENTER,NC,0.19949,0.22728
675958,CHRISTIAN CARE CENTER,TX,0.20905,0.22728
265355,LIFE CARE CENTER OF GRANDVIEW,MO,0.20697,0.22731
495240,FREDERICKSBURG HEALTH AND REHAB,VA,0.28812,0.22731
056066,WOODLAND CARE CENTER,CA,0.18692,0.22733
495150,BIRCHWOOD PARK REHABILITATION,VA,,0.22733
366444,VANCREST OF ADA,OH,0.1834,0.22736
145431,LOFT REHABILITATION & NURSING,IL,0.19248,0.22736
555424,THE DOROTHY & JOSEPH GOLDBERG HEALTHCARE CENTER,CA,0.22424,0.22737
255215,LANDMARK OF COLLINS,MS,0.21597,0.2274
056451,WINDSOR CARE CENTER OF CHEVIOT HILLS,CA,0.21532,0.2274
145950,GENERATIONS AT ROCK ISLAND,IL,0.19773,0.22742
675230,PINE GROVE NURSING CENTER,TX,0.21905,0.22746
676015,MABEE HEALTH CARE CENTER,TX,0.19156,0.22747
105205,SAVOY AT FORT LAUDERDALE REHABILITATION AND NURSIN,FL,0.20084,0.22747
235176,REGENCY AT FREMONT,MI,0.18825,0.22748
105382,SANDGATE GARDENS REHAB AND NURSING CENTER,FL,0.21013,0.22748
455621,VALLEY GRANDE MANOR,TX,0.20021,0.22749
555328,FOUNTAIN VALLEY POST ACUTE,CA,0.25655,0.2275
445132,SEVIERVILLE HEALTH AND REHABILITATION CENTER,TN,0.20776,0.2275
105819,TIFFANY HALL NURSING AND REHAB CENTER,FL,0.24273,0.22754
315201,CAMBRIDGE REHABILITATION AND HEALTHCARE CENTER,NJ,0.2218,0.22754
395860,LOYALHANNA CARE CENTER,PA,0.23543,0.22755
035277,HAVEN OF LAKESIDE,AZ,0.2222,0.22756
105030,"MIAMI JEWISH HEALTH SYSTEMS, INC",FL,0.20373,0.22756
075017,MONTOWESE CENTER FOR HEALTH & REHABILITATION,CT,0.21359,0.22756
345543,BERMUDA COMMONS NURSING AND REHABILITATION CENTER,NC,0.20695,0.22758
105694,SABAL PALMS HEALTH & REHABILITATION,FL,0.22822,0.22759
255105,DIVERSICARE OF TUPELO,MS,0.19185,0.2276
255149,BEDFORD CARE CENTER OF PETAL,MS,0.21784,0.22762
555555,ESKATON VILLAGE CARE CENTER,CA,0.19411,0.22763
155668,CHARLESTOWN PLACE AT NEW ALBANY,IN,0.2035,0.22763
375570,ACCEL AT CRYSTAL PARK,OK,0.19084,0.22763
056133,WEST HILLS HEALTH AND REHABILITATION  CENTER,CA,0.20731,0.22767
225352,RENAISSANCE MANOR ON CABOT,MA,0.20706,0.22769
525556,BROOKSIDE CARE CENTER,WI,0.21478,0.2277
425288,PRUITTHEALTH- RIDGEWAY,SC,0.1776,0.2277
185277,SIGNATURE HEALTHCARE AT HERITAGE HALL REHAB & WELL,KY,0.21677,0.2277
555139,"MIRACLE MILE HEALTHCARE CENTER, LLC",CA,,0.2277
155811,WELLBROOKE OF AVON,IN,0.2018,0.22771
265638,"BAPTIST HOMES, TRI-COUNTY",MO,0.19475,0.22772
395662,LOGAN SQUARE REHABILITATION AND HEALTHCARE CENTER,PA,0.26986,0.22772
395596,BRIDGEVILLE REHABILITATION & CARE CENTER,PA,0.18266,0.22773
075163,BISHOP WICKE HEALTH & REHAB CT,CT,0.20326,0.22773
115492,NHC HEALTHCARE FT OGLETHORPE,GA,0.18103,0.22774
106045,BRYNWOOD HEALTH AND REHABILITATION CENTER,FL,0.19745,0.22775
495215,"OAK GROVE HEALTH & REHAB CENTER, LLC",VA,0.2291,0.22776
495046,OAKWOOD HEALTH AND REHAB CENTER,VA,0.19377,0.22778
505154,TACOMA NURSING AND REHABILITATION CENTER,WA,0.19488,0.22779
285019,DOUGLAS COUNTY HEALTH CENTER,NE,0.18046,0.22779
676180,ELGIN NURSING AND REHABILITATION CENTER,TX,0.19587,0.22782
445381,AHC UNION CITY,TN,0.17545,0.22782
345380,VILLAGE GREEN HEALTH AND REHABILITATION,NC,0.20777,0.22782
676431,CIMARRON PARK NURSING AND REHABILITATION CENTER,TX,0.17256,0.22783
145582,ALDEN ESTATES OF NAPERVILLE,IL,0.23957,0.22784
676174,LEGACY NURSING AND REHABILITATION,TX,0.17816,0.22785
215312,STERLING CARE BEL AIR,MD,0.1885,0.22785
335548,ONONDAGA CENTER FOR REHABILITATION AND NURSING,NY,0.19503,0.22788
265168,"NHC HEALTHCARE, KENNETT",MO,0.23392,0.22789
395562,TEL HAI RETIREMENT COMMUNITY,PA,0.2024,0.22793
366167,"ANDERSON, THE",OH,0.18179,0.22794
105302,OAK HAVEN REHAB AND NURSING CENTER,FL,0.20014,0.22794
676187,HERITAGE HOUSE OF MARSHALL HEALTH & REHABILITATION,TX,0.22288,0.22795
235668,WELLBRIDGE OF BRIGHTON,MI,0.19818,0.228
676041,THE MISSION AT BLUE SKIES OF TEXAS EAST,TX,0.17029,0.22803
495260,BEAUFONT HEALTH AND REHABILITATION CENTER,VA,0.19657,0.22807
375375,CLAREMORE SKILLED NURSING AND THERAPY,OK,0.21755,0.22808
335835,ISLAND NURSING AND REHAB CENTER,NY,0.23715,0.2281
395929,RIDGEVIEW HEALTHCARE & REHAB CENTER,PA,0.18778,0.22813
165535,"ACCURA HEALTHCARE OF AURELIA, LLC",IA,,0.22814
245629,THE VILLAS AT OSSEO LLC,MN,0.19139,0.22814
675796,MERIDIAN CARE OF HEBBRONVILLE,TX,,0.22814
455952,CLEVELAND HEALTH CARE CENTER,TX,0.24432,0.22816
265348,CAMELOT NURSING AND REHABILITATION CENTER,MO,0.20766,0.22817
315126,BISHOP MCCARTHY CENTER FOR REHAB & HEALTHCARE,NJ,0.18753,0.22817
115554,GRACEMORE NURSING AND REHAB,GA,0.18863,0.22817
315166,MASONIC VILLAGE AT BURLINGTON,NJ,0.17376,0.22818
105730,SPRING LAKE REHABILITATION CENTER,FL,0.18272,0.22822
335092,HENRY J CARTER SKILLED NURSING FACILITY,NY,,0.22822
146123,LACON REHAB AND NURSING,IL,0.22673,0.22824
105580,CARLTON SHORES HEALTHCARE AND REHABILITATION CENTE,FL,0.21437,0.22825
255278,HILLCREST NURSING CENTER,MS,0.21448,0.22825
075333,MANCHESTER REHABILITATION AND  HEALTHCARE CENTER,CT,0.19576,0.22826
315103,EXCEL CARE AT WAYNE,NJ,0.2032,0.22826
115273,DOUGLASVILLE NURSING AND REHABILITATION CENTER,GA,0.19897,0.22828
555290,STANFORD COURT SKILLED NURSING & REHAB CENTER,CA,0.20428,0.22828
035264,SUN HEALTH LA LOMA CARE CENTER,AZ,0.18361,0.2283
515039,MARTINSBURG HEALTHCARE CENTER,WV,0.19984,0.2283
265703,BLUEBIRD WELLNESS AND REHABILITATION,MO,0.22291,0.22832
495200,WESTWOOD CENTER,VA,0.19455,0.22833
255297,BEDFORD CARE CTR-MONROE HALL,MS,0.21152,0.22836
106017,ASPIRE AT PALMA SOLA BAY,FL,0.19146,0.22836
495234,CYPRESS POINTE REHABILITATION AND NURSING,VA,0.21006,0.22838
225775,LEONARD FLORENCE CENTER FOR LIVING,MA,0.22342,0.22838
105389,BIRCHWOOD HEALTH AND REHABILITATION CENTER,FL,0.20637,0.22839
425004,BRUSHY CREEK POST ACUTE,SC,0.17205,0.2284
675691,HUNTSVILLE HEALTH CARE CENTER,TX,0.21525,0.2284
175517,BROOKDALE OVERLAND PARK,KS,0.22485,0.22841
235659,RIVERVIEW HEALTH & REHAB CENTER,MI,0.20034,0.22842
495272,CANTERBURY REHABILITATION AND HEALTHCARE CENTER,VA,0.192,0.22843
155662,REHABILITATION CENTER AT HARTSFIELD VILLAGE,IN,0.18903,0.22847
165274,NORTHERN MAHASKA SPECIALTY CARE,IA,0.1918,0.2285
055744,ATLANTIC MEMORIAL HEALTHCARE CENTER,CA,0.19238,0.2285
235380,THE VILLA AT ROSE CITY,MI,0.2132,0.2285
056327,WALNUT CREEK SKILLED NURSING & REHABILITATION CENT,CA,0.20593,0.2285
105597,SURREY PLACE NURSING CENTER,FL,0.20857,0.22852
175503,THE PLAZA HEALTH SERVICES AT SANTA MARTA,KS,0.21625,0.22854
075414,HAVENCARE AT HANCOCK HALL,CT,0.23032,0.22854
055350,CULVER WEST HEALTH CENTER,CA,0.21364,0.22857
195312,PIERREMONT HEALTHCARE CENTER,LA,0.19954,0.22857
315001,MERWICK CARE & REHABILITATION CENTER,NJ,0.16693,0.22859
445130,"NHC HEALTHCARE, SPARTA",TN,0.1921,0.2286
215177,AUTUMN LAKE HEALTHCARE AT CHERRY LANE,MD,0.19927,0.2286
495256,AUTUMN CARE OF CHESAPEAKE,VA,0.18617,0.2286
555410,WEST GARDENA POST ACUTE,CA,,0.2286
155621,RIVER BEND NURSING AND REHABILITATION,IN,0.21912,0.2286
255274,HIGHLAND HOME,MS,0.25311,0.22862
315274,"COMPLETE CARE AT LAURELTON, LLC",NJ,0.22061,0.22862
195408,HERITAGE MANOR SOUTH,LA,0.22147,0.22863
055041,ROYAL CARE SKILLED NURSING CTR,CA,0.19551,0.22864
225284,PLYMOUTH HARBORSIDE HEALTHCARE,MA,0.20359,0.22865
106053,SUNNYSIDE NURSING HOME,FL,0.19874,0.22865
495188,APPOMATTOX HEALTH & REHABILITATION CENTER,VA,0.19017,0.22866
335870,UPSTATE UNIVERSITY HOSP AT COMMUNITY GENERAL T C U,NY,0.16971,0.22867
225562,VANTAGE AT MILFORD LLC,MA,0.21748,0.22867
255114,CLEVELAND NURSING AND REHABILITATION CENTER,MS,0.21439,0.22868
315233,AUTUMN LAKE HEALTHCARE AT VINELAND,NJ,0.22468,0.22868
495367,NORTHAMPTON NURSING AND REHABILITATION CENTER,VA,0.21483,0.22871
676332,THE MEDICAL RESORT AT BAY AREA,TX,0.19923,0.22872
145197,APERION CARE OAK LAWN,IL,0.19722,0.22873
105511,HIALEAH SHORES NURSING AND REHAB CENTER,FL,0.27006,0.22877
155252,BRICKYARD HEALTHCARE - WOODLANDS CARE CENTER,IN,0.21499,0.22878
366467,ADVANCED HEALTH CARE OF CINCINNATI,OH,0.21,0.22879
525646,CCC OF PEWAUKEE,WI,0.2052,0.22879
225659,ELMHURST HEALTHCARE (THE),MA,0.18262,0.22879
015133,MAGNOLIA RIDGE,AL,0.2258,0.22881
045277,THE SPRINGS OF PINE BLUFF,AR,0.21581,0.22882
105724,OCALA OAKS REHABILITATION CENTER,FL,0.20695,0.22882
335755,BELLHAVEN CENTER FOR REHAB AND NURSING CARE,NY,0.17321,0.22884
675561,HERITAGE PLAZA NURSING CENTER,TX,0.20211,0.22884
365470,OHIO LIVING LLANFAIR,OH,0.19229,0.22886
115726,MEADOWS PARK HEALTH AND REHABILITATION,GA,0.16405,0.22888
676104,GRAPEVINE MEDICAL LODGE,TX,0.18027,0.22889
105016,RIVER GARDEN HEBREW HOME FOR THE AGED,FL,0.20884,0.22892
365290,KIRTLAND REHABILITATION & CARE,OH,0.20317,0.22892
105769,SOLARIS HEALTHCARE LAKE CITY,FL,0.24168,0.22896
365569,EAST OHIO REGIONAL HOSPITAL LONG TERM CARE,OH,0.20764,0.22896
366263,GRACE BRETHREN VILLAGE,OH,0.20522,0.22897
255282,CLINTON HEALTHCARE LLC - SNF,MS,0.2219,0.22897
525414,MERCY HEALTH SERVICES,WI,0.20072,0.22901
525074,MADISON HEALTH AND REHABILITATION CENTER,WI,0.17958,0.22901
106081,ARABELLA HEALTH & WELLNESS OF CARRABELLE,FL,0.18781,0.22903
055135,MONTROSE HEALTHCARE CENTER,CA,0.19365,0.22903
396063,SETON MANOR NURSING AND REHABILITATION CENTER,PA,0.19256,0.22904
525458,PARK VIEW HOME,WI,,0.22904
365855,LAURIE ANN NURSING HOME,OH,0.18959,0.22905
225777,D'YOUVILLE CARE FOR ADVANCED THERAPY,MA,0.24123,0.22906
105548,MOULTRIE CREEK NURSING AND REHAB CENTER,FL,0.23174,0.22907
155522,ELWOOD HEALTH AND LIVING,IN,0.20319,0.22908
366151,DAYSPRING OF MIAMI VALLEY HLTH CARE CENTER & REHAB,OH,0.20104,0.22911
045308,HERITAGE LIVING CENTER,AR,0.19959,0.22913
366127,WOODLANDS HEALTH AND REHAB CENTER,OH,0.22794,0.22914
106011,KISSIMMEE NURSING & REHABILITATION CENTER,FL,0.22524,0.22923
105622,DEERFIELD BEACH HEALTH AND REHABILITATION CENTER,FL,0.22047,0.22923
106135,DOLPHIN POINTE HEALTH CARE CENTER,FL,,0.22928
265578,NORMANDY NURSING CENTER,MO,,0.22931
315205,MAJESTIC CENTER FOR REHAB & SUB-ACUTE CARE,NJ,0.21379,0.22932
396054,MASONIC VILLAGE AT WARMINSTER,PA,,0.22933
425139,SENECA HEALTH & REHABILITATION CENTER,SC,0.23785,0.22935
315309,ARISTACARE AT WHITING,NJ,0.18054,0.22935
146112,ARC AT BRADLEY,IL,0.20826,0.22936
555908,SOUTH PASADENA CARE CENTER,CA,0.18381,0.22936
425147,LIFE CARE CENTER OF HILTON HEAD,SC,0.20327,0.22939
455963,CARTHAGE HEALTHCARE CENTER,TX,0.19632,0.22942
105364,SEVEN HILLS HEALTH & REHABILITATION CENTER,FL,0.24065,0.22942
255279,SARDIS COMMUNITY  NH,MS,0.19189,0.22942
045454,"MITCHELL'S NURSING HOME, INC",AR,0.17461,0.22942
676452,ALLEGIANT WELLNESS AND REHAB,TX,0.2015,0.22943
365416,OHIO LIVING WESTMINSTER-THURBER,OH,0.19172,0.22943
